Date,DayPeakGen(MW),EveningPeakGen(MW),MaxDemand(MW),MaxGen(MW),Temp(C),Year,Month,Season,IsHoliday
2020-11-27,12807,14211,8000,14211,23.5,2020,11,lowTempSeason,Yes
2020-11-26,12788,14142,9000,14142,23.6,2020,11,lowTempSeason,No
2020-11-25,12780,14096,9000,14096,23.5,2020,11,lowTempSeason,No
2020-11-24,12603,13903,9200,13903,23.0,2020,11,lowTempSeason,No
2020-11-23,13041,14336,9300,14336,22.5,2020,11,lowTempSeason,No
2020-11-22,12984,14314,9600,14314,23.6,2020,11,lowTempSeason,No
2020-11-21,12448,14081,9500,14081,24.3,2020,11,lowTempSeason,No
2020-11-20,11940,13670,8500,13670,24.8,2020,11,lowTempSeason,Yes
2020-11-19,13111,14422,9800,14422,26.0,2020,11,lowTempSeason,No
2020-11-18,12828,14139,10000,14139,25.1,2020,11,lowTempSeason,No
2020-11-17,13128,14439,9800,14439,26.6,2020,11,lowTempSeason,No
2020-11-16,13186,14496,10000,14496,26.5,2020,11,lowTempSeason,No
2020-11-15,12936,14363,10300,14363,27.0,2020,11,lowTempSeason,No
2020-11-14,13178,14511,9800,14511,28.4,2020,11,lowTempSeason,No
2020-11-13,13030,14216,10000,14216,27.4,2020,11,lowTempSeason,Yes
2020-11-12,13237,14582,10300,14582,27.4,2020,11,lowTempSeason,No
2020-11-11,13464,14783,10400,14783,27.1,2020,11,lowTempSeason,No
2020-11-10,12666,13965,10400,13965,27.2,2020,11,lowTempSeason,No
2020-11-09,12767,14164,10200,14164,26.9,2020,11,lowTempSeason,No
2020-11-08,12931,14103,10200,14103,25.7,2020,11,lowTempSeason,No
2020-11-07,12585,13980,9200,13980,25.7,2020,11,lowTempSeason,No
2020-11-06,13084,14220,10300,14220,25.7,2020,11,lowTempSeason,Yes
2020-11-05,13248,14497,10800,14497,27.2,2020,11,lowTempSeason,No
2020-11-04,13785,14697,11700,14697,28.2,2020,11,lowTempSeason,No
2020-11-03,13948,14767,11800,14767,28.3,2020,11,lowTempSeason,No
2020-11-02,13889,14659,11700,14659,27.5,2020,11,lowTempSeason,No
2020-11-01,13881,14804,11900,14804,27.1,2020,11,lowTempSeason,No
2020-10-31,13867,14948,12000,14948,28.2,2020,10,highTempSeason,No
2020-10-30,13787,14868,11300,14868,29.6,2020,10,highTempSeason,Yes
2020-10-29,13841,14942,11800,14942,29.0,2020,10,highTempSeason,No
2020-10-28,13925,15043,11500,15043,28.6,2020,10,highTempSeason,No
2020-10-27,14012,15137,11700,15137,28.5,2020,10,highTempSeason,No
2020-10-26,13810,14658,11000,14658,28.4,2020,10,highTempSeason,No
2020-10-25,13692,14550,11200,14550,28.5,2020,10,highTempSeason,No
2020-10-24,13209,14356,10500,14356,26.7,2020,10,highTempSeason,No
2020-10-23,13291,14449,8800,14449,25.4,2020,10,highTempSeason,Yes
2020-10-22,13589,14534,11700,14534,26.5,2020,10,highTempSeason,No
2020-10-21,13871,14849,12800,14849,28.5,2020,10,highTempSeason,No
2020-10-20,13861,14789,12800,14789,29.9,2020,10,highTempSeason,No
2020-10-19,13826,14726,12800,14726,29.2,2020,10,highTempSeason,No
2020-10-18,13862,14804,13000,14804,29.1,2020,10,highTempSeason,No
2020-10-17,13712,14620,12500,14620,30.4,2020,10,highTempSeason,No
2020-10-16,13597,14419,12000,14419,30.4,2020,10,highTempSeason,Yes
2020-10-15,13934,14569,13000,14569,29.5,2020,10,highTempSeason,No
2020-10-14,13834,14722,13100,14722,29.2,2020,10,highTempSeason,No
2020-10-13,14145,15017,13100,15017,29.8,2020,10,highTempSeason,No
2020-10-12,14125,14997,13100,14997,29.5,2020,10,highTempSeason,No
2020-10-11,13640,14604,13000,14604,30.4,2020,10,highTempSeason,No
2020-10-10,13979,14953,12500,14953,30.2,2020,10,highTempSeason,No
2020-10-09,13105,14150,12000,14150,30.1,2020,10,highTempSeason,Yes
2020-10-08,13379,14513,12400,14513,29.0,2020,10,highTempSeason,No
2020-10-07,13309,14201,12300,14201,29.4,2020,10,highTempSeason,No
2020-10-06,13446,14288,12400,14288,28.9,2020,10,highTempSeason,No
2020-10-05,13428,14573,12700,14573,29.0,2020,10,highTempSeason,No
2020-10-04,13188,14068,12700,14068,29.3,2020,10,highTempSeason,No
2020-10-03,13052,13893,11800,13893,29.0,2020,10,highTempSeason,No
2020-10-02,12996,13855,11500,13855,28.9,2020,10,highTempSeason,Yes
2020-10-01,13545,14405,12600,14405,29.4,2020,10,highTempSeason,No
2020-09-30,13337,14541,12800,14541,30.2,2020,9,highTempSeason,No
2020-09-29,13000,13950,12500,13950,29.4,2020,9,highTempSeason,No
2020-09-28,13620,14458,11900,14458,29.8,2020,9,highTempSeason,No
2020-09-27,13509,14415,11500,14415,28.8,2020,9,highTempSeason,No
2020-09-26,13305,14271,11000,14271,28.5,2020,9,highTempSeason,No
2020-09-25,13287,14153,10500,14153,28.7,2020,9,highTempSeason,Yes
2020-09-24,12730,13620,11400,13620,28.2,2020,9,highTempSeason,No
2020-09-23,13055,13971,11900,13971,28.4,2020,9,highTempSeason,No
2020-09-22,12963,14018,11900,14018,28.7,2020,9,highTempSeason,No
2020-09-21,13326,14346,12200,14346,28.9,2020,9,highTempSeason,No
2020-09-20,13304,14381,13000,14381,30.6,2020,9,highTempSeason,No
2020-09-19,12860,13900,12000,13900,31.0,2020,9,highTempSeason,No
2020-09-18,12486,14004,11500,14004,28.6,2020,9,highTempSeason,Yes
2020-09-17,12778,13758,12500,13758,30.0,2020,9,highTempSeason,No
2020-09-16,13672,14484,12300,14484,30.1,2020,9,highTempSeason,No
2020-09-15,14230,15045,12500,15045,29.9,2020,9,highTempSeason,No
2020-09-14,14383,15189,12700,15189,29.2,2020,9,highTempSeason,No
2020-09-13,13985,15100,12700,15100,29.6,2020,9,highTempSeason,No
2020-09-12,14235,15026,12000,15026,29.8,2020,9,highTempSeason,No
2020-09-11,13847,14997,11500,14997,29.3,2020,9,highTempSeason,Yes
2020-09-10,13499,14870,12700,14870,28.9,2020,9,highTempSeason,No
2020-09-09,14443,15249,13000,15249,28.9,2020,9,highTempSeason,No
2020-09-08,14390,15199,12000,15199,29.5,2020,9,highTempSeason,No
2020-09-07,14364,15171,12400,15171,29.6,2020,9,highTempSeason,No
2020-09-06,14022,14859,13000,14859,31.0,2020,9,highTempSeason,No
2020-09-05,13939,14876,12500,14876,31.4,2020,9,highTempSeason,No
2020-09-04,14013,14870,11800,14870,31.2,2020,9,highTempSeason,Yes
2020-09-03,13428,14722,12400,14722,30.0,2020,9,highTempSeason,No
2020-09-02,13481,14508,12500,14508,29.9,2020,9,highTempSeason,No
2020-09-01,13743,14642,12200,14642,28.5,2020,9,highTempSeason,No
2020-08-31,13547,14478,12600,14478,30.7,2020,8,highTempSeason,No
2020-08-30,13201,14178,12200,14178,30.5,2020,8,highTempSeason,No
2020-08-29,13142,14184,11500,14184,29.1,2020,8,highTempSeason,No
2020-08-28,12822,13804,11000,13804,29.0,2020,8,highTempSeason,Yes
2020-08-27,13097,14009,11800,14009,29.5,2020,8,highTempSeason,No
2020-08-26,13313,14264,12000,14264,29.1,2020,8,highTempSeason,No
2020-08-25,13480,14445,12500,14445,29.2,2020,8,highTempSeason,No
2020-08-24,13581,14576,11900,14576,30.5,2020,8,highTempSeason,No
2020-08-23,12790,14510,11800,14510,29.4,2020,8,highTempSeason,No
2020-08-22,13118,14759,11500,14759,27.0,2020,8,highTempSeason,No
2020-08-21,13190,14481,10500,14481,27.4,2020,8,highTempSeason,Yes
2020-08-20,13266,14452,12000,14452,27.0,2020,8,highTempSeason,No
2020-08-19,13288,14632,12000,14632,29.1,2020,8,highTempSeason,No
2020-08-18,13698,14851,11900,14851,29.0,2020,8,highTempSeason,No
2020-08-17,13822,14887,11900,14887,28.3,2020,8,highTempSeason,No
2020-08-16,13903,14876,11900,14876,27.9,2020,8,highTempSeason,No
2020-08-15,13827,14860,11500,14860,28.9,2020,8,highTempSeason,Yes
2020-08-14,14050,15040,11900,15040,30.7,2020,8,highTempSeason,Yes
2020-08-13,13919,14914,12600,14914,30.4,2020,8,highTempSeason,No
2020-08-12,13699,14794,12500,14794,30.1,2020,8,highTempSeason,No
2020-08-11,13808,14803,12500,14803,30.4,2020,8,highTempSeason,No
2020-08-10,13744,14829,12400,14829,30.4,2020,8,highTempSeason,No
2020-08-09,13589,14702,12400,14702,30.0,2020,8,highTempSeason,No
2020-08-08,13347,14502,12000,14502,31.0,2020,8,highTempSeason,No
2020-08-07,13254,14409,10800,14409,29.9,2020,8,highTempSeason,Yes
2020-08-06,13348,14508,11300,14508,29.9,2020,8,highTempSeason,No
2020-08-05,13314,14582,11000,14582,29.8,2020,8,highTempSeason,No
2020-08-04,13095,14604,11400,14604,29.4,2020,8,highTempSeason,No
2020-08-03,11940,13324,11500,13324,30.7,2020,8,highTempSeason,No
2020-08-02,13354,14707,11000,14707,30.5,2020,8,highTempSeason,No
2020-08-01,13790,15135,9500,15135,30.1,2020,8,highTempSeason,No
2020-07-31,13268,14579,11000,14579,30.1,2020,7,highTempSeason,Yes
2020-07-30,13191,14795,11500,14795,30.7,2020,7,highTempSeason,No
2020-07-29,13824,15001,11500,15001,28.0,2020,7,highTempSeason,No
2020-07-28,13684,14861,12000,14861,29.4,2020,7,highTempSeason,No
2020-07-27,13762,14942,12700,14942,30.6,2020,7,highTempSeason,No
2020-07-26,13599,14775,12500,14775,31.8,2020,7,highTempSeason,No
2020-07-25,13487,14684,11600,14684,30.1,2020,7,highTempSeason,No
2020-07-24,13375,14572,10800,14572,28.7,2020,7,highTempSeason,Yes
2020-07-23,13020,14563,11800,14563,28.6,2020,7,highTempSeason,No
2020-07-22,13150,14569,11300,14569,27.5,2020,7,highTempSeason,No
2020-07-21,13603,14832,11000,14832,27.0,2020,7,highTempSeason,No
2020-07-20,13298,14537,11500,14537,26.9,2020,7,highTempSeason,No
2020-07-19,13643,14914,12400,14914,30.4,2020,7,highTempSeason,No
2020-07-18,13682,14986,11800,14986,30.2,2020,7,highTempSeason,No
2020-07-17,13409,14918,11000,14918,30.0,2020,7,highTempSeason,Yes
2020-07-16,13433,14868,12500,14868,29.9,2020,7,highTempSeason,No
2020-07-15,13488,14979,11800,14979,29.7,2020,7,highTempSeason,No
2020-07-14,13148,14545,11500,14545,29.0,2020,7,highTempSeason,No
2020-07-13,13629,15235,11000,15235,29.1,2020,7,highTempSeason,No
2020-07-12,13602,15198,11800,15198,28.1,2020,7,highTempSeason,No
2020-07-11,13222,14655,11500,14655,29.1,2020,7,highTempSeason,No
2020-07-10,13752,15214,10500,15214,29.8,2020,7,highTempSeason,Yes
2020-07-09,13290,15103,12300,15103,29.5,2020,7,highTempSeason,No
2020-07-08,13743,15221,12500,15221,30.4,2020,7,highTempSeason,No
2020-07-07,13739,15272,11500,15272,29.5,2020,7,highTempSeason,No
2020-07-06,13740,15275,11900,15275,29.0,2020,7,highTempSeason,No
2020-07-05,13466,15149,12000,15149,28.7,2020,7,highTempSeason,No
2020-07-04,13553,15265,12000,15265,29.6,2020,7,highTempSeason,No
2020-07-03,13545,15060,11500,15060,30.9,2020,7,highTempSeason,Yes
2020-07-02,13577,15206,12500,15206,31.5,2020,7,highTempSeason,No
2020-07-01,13852,15383,11800,15383,31.7,2020,7,highTempSeason,No
2020-06-30,14038,15620,11200,15620,29.3,2020,6,highTempSeason,No
2020-06-29,13705,15232,11000,15232,29.9,2020,6,highTempSeason,No
2020-06-28,13625,15202,11600,15202,28.6,2020,6,highTempSeason,No
2020-06-27,13685,15398,11000,15398,30.4,2020,6,highTempSeason,No
2020-06-26,13437,14920,11000,14920,30.3,2020,6,highTempSeason,Yes
2020-06-25,13700,15285,12200,15285,31.4,2020,6,highTempSeason,No
2020-06-24,12670,14790,12000,14790,31.0,2020,6,highTempSeason,No
2020-06-23,12719,14198,11700,14198,30.7,2020,6,highTempSeason,No
2020-06-22,13407,14865,11500,14865,29.6,2020,6,highTempSeason,No
2020-06-21,13413,14867,12000,14867,29.1,2020,6,highTempSeason,No
2020-06-20,13585,15070,11000,15070,29.8,2020,6,highTempSeason,No
2020-06-19,13636,15071,10000,15071,28.3,2020,6,highTempSeason,Yes
2020-06-18,13565,15025,10700,15025,28.4,2020,6,highTempSeason,No
2020-06-17,13563,15023,11500,15023,27.3,2020,6,highTempSeason,No
2020-06-16,13352,14817,11800,14817,30.4,2020,6,highTempSeason,No
2020-06-15,13339,15025,12000,15025,30.4,2020,6,highTempSeason,No
2020-06-14,13275,14957,12000,14957,29.2,2020,6,highTempSeason,No
2020-06-13,12970,15115,11000,15115,27.8,2020,6,highTempSeason,No
2020-06-12,12889,14997,10500,14997,29.0,2020,6,highTempSeason,Yes
2020-06-11,13284,15314,12000,15314,28.0,2020,6,highTempSeason,No
2020-06-10,12855,15223,12200,15223,29.5,2020,6,highTempSeason,No
2020-06-09,13066,15689,12000,15689,30.2,2020,6,highTempSeason,No
2020-06-08,12862,15316,11600,15316,28.9,2020,6,highTempSeason,No
2020-06-07,13234,15438,11500,15438,30.4,2020,6,highTempSeason,No
2020-06-06,12613,15053,10800,15053,28.8,2020,6,highTempSeason,No
2020-06-05,12511,15065,9000,15065,28.3,2020,6,highTempSeason,Yes
2020-06-04,12390,15053,11000,15053,27.6,2020,6,highTempSeason,No
2020-06-03,12258,14747,11000,14747,28.9,2020,6,highTempSeason,No
2020-06-02,11700,14765,11000,14765,29.5,2020,6,highTempSeason,No
