Date,DayPeakGen(MW),EveningPeakGen(MW),MaxDemand(MW),MaxGen(MW),Temp(C),Year,Month,Season,IsHoliday
2023-12-17,10466,11371,9800,11371,20.8,2023,12,lowTempSeason,No
2023-12-16,10105,11323,8800,11323,20.4,2023,12,lowTempSeason,No
2023-12-15,10118,11071,9800,11071,19.7,2023,12,lowTempSeason,Yes
2023-12-14,10686,11540,10500,11540,19.9,2023,12,lowTempSeason,No
2023-12-13,10564,11385,10300,11385,20.9,2023,12,lowTempSeason,No
2023-12-12,10514,11256,10000,11256,20.0,2023,12,lowTempSeason,No
2023-12-11,11234,12016,10000,12016,20.3,2023,12,lowTempSeason,No
2023-12-10,11839,12695,11000,12695,21.6,2023,12,lowTempSeason,No
2023-12-09,11420,12358,10500,12358,23.0,2023,12,lowTempSeason,No
2023-12-08,11595,12664,10000,12664,21.9,2023,12,lowTempSeason,Yes
2023-12-07,11284,12515,10700,12515,21.2,2023,12,lowTempSeason,No
2023-12-06,11563,12216,11000,12216,24.5,2023,12,lowTempSeason,No
2023-12-05,12044,13774,10800,13774,24.8,2023,12,lowTempSeason,No
2023-12-04,12602,13916,11000,13916,25.0,2023,12,lowTempSeason,No
2023-12-03,11875,13550,10900,13550,25.3,2023,12,lowTempSeason,No
2023-12-02,11189,13655,10500,13655,25.5,2023,12,lowTempSeason,No
2023-12-01,11590,12971,10000,12971,25.8,2023,12,lowTempSeason,Yes
2023-11-30,12413,13713,11000,13713,25.3,2023,11,lowTempSeason,No
2023-11-30,12413,13713,11000,13713,25.3,2023,11,lowTempSeason,No
2023-11-29,12236,14048,11000,14048,25.6,2023,11,lowTempSeason,No
2023-11-28,11668,13408,11100,13408,26.1,2023,11,lowTempSeason,No
2023-11-27,11677,13772,11000,13772,25.6,2023,11,lowTempSeason,No
2023-11-26,11430,13406,11000,13406,24.7,2023,11,lowTempSeason,No
2023-11-25,11389,13049,10200,13049,24.3,2023,11,lowTempSeason,No
2023-11-24,11990,13598,10000,13598,24.3,2023,11,lowTempSeason,Yes
2023-11-23,12328,14190,11500,14190,24.5,2023,11,lowTempSeason,No
2023-11-22,11842,14050,10900,14050,25.1,2023,11,lowTempSeason,No
2023-11-21,11754,13166,11500,13166,26.2,2023,11,lowTempSeason,No
2023-11-20,10514,13360,11500,13360,26.5,2023,11,lowTempSeason,No
2023-11-19,10700,13270,11500,13270,26.0,2023,11,lowTempSeason,No
2023-11-18,10724,13121,10500,13121,24.6,2023,11,lowTempSeason,No
2023-11-17,12219,13946,10000,13946,22.8,2023,11,lowTempSeason,Yes
2023-11-16,12557,14066,12000,14066,25.7,2023,11,lowTempSeason,No
2023-11-15,12090,14121,12000,14121,26.8,2023,11,lowTempSeason,No
2023-11-14,12063,14223,12000,14223,26.8,2023,11,lowTempSeason,No
2023-11-13,11600,13655,12000,13655,26.8,2023,11,lowTempSeason,No
2023-11-12,11760,13667,11800,13667,26.4,2023,11,lowTempSeason,No
2023-11-11,11963,13557,11000,13557,26.2,2023,11,lowTempSeason,No
2023-11-10,11431,13324,10800,13324,26.1,2023,11,lowTempSeason,Yes
2023-11-09,10983,12382,11500,12382,26.8,2023,11,lowTempSeason,No
2023-11-08,10663,12352,12000,12352,26.6,2023,11,lowTempSeason,No
2023-11-07,11001,12742,12200,12742,26.5,2023,11,lowTempSeason,No
2023-11-06,12451,14227,12000,14227,27.1,2023,11,lowTempSeason,No
2023-11-05,11929,13604,12800,13604,27.8,2023,11,lowTempSeason,No
2023-11-04,12205,14361,12500,14361,28.3,2023,11,lowTempSeason,No
2023-11-03,12497,14708,12000,14708,28.5,2023,11,lowTempSeason,Yes
2023-11-02,12961,15045,12700,15045,29.1,2023,11,lowTempSeason,No
2023-11-01,13229,14901,12700,14901,28.7,2023,11,lowTempSeason,No
2023-10-31,12644,14555,12000,14555,27.6,2023,10,highTempSeason,No
2023-10-30,11987,14532,13000,14532,27.3,2023,10,highTempSeason,No
2023-10-29,11558,14344,13000,14344,27.4,2023,10,highTempSeason,No
2023-10-28,11890,14419,12500,14419,27.7,2023,10,highTempSeason,No
2023-10-27,12315,14818,11800,14818,27.9,2023,10,highTempSeason,Yes
2023-10-26,12207,14510,13500,14510,27.9,2023,10,highTempSeason,No
2023-10-25,12842,15228,13000,15228,28.2,2023,10,highTempSeason,No
2023-10-24,12441,14727,12000,14727,27.1,2023,10,highTempSeason,No
2023-10-23,12293,14536,13600,14536,26.7,2023,10,highTempSeason,No
2023-10-22,11854,14068,14000,14068,28.5,2023,10,highTempSeason,No
2023-10-21,11780,14105,13000,14105,28.3,2023,10,highTempSeason,No
2023-10-20,12177,14505,12500,14505,28.7,2023,10,highTempSeason,Yes
2023-10-19,12445,14737,14000,14737,28.4,2023,10,highTempSeason,No
2023-10-18,12608,14730,14000,14730,28.9,2023,10,highTempSeason,No
2023-10-17,12553,14627,14000,14627,28.8,2023,10,highTempSeason,No
2023-10-16,12508,14964,14000,14964,28.7,2023,10,highTempSeason,No
2023-10-15,12587,14937,14500,14937,29.2,2023,10,highTempSeason,No
2023-10-14,12610,15295,13500,15295,29.3,2023,10,highTempSeason,No
2023-10-13,12624,15125,13000,15125,29.8,2023,10,highTempSeason,Yes
2023-10-12,12379,14982,14350,14982,30.1,2023,10,highTempSeason,No
2023-10-11,13164,15252,14500,15252,29.8,2023,10,highTempSeason,No
2023-10-10,13357,15303,14500,15303,29.4,2023,10,highTempSeason,No
2023-10-09,13072,15582,14500,15582,29.9,2023,10,highTempSeason,No
2023-10-08,12795,14955,14500,14955,29.8,2023,10,highTempSeason,No
2023-10-07,12931,14859,12500,14859,29.1,2023,10,highTempSeason,No
2023-10-06,12664,15116,11500,15116,26.8,2023,10,highTempSeason,Yes
2023-10-05,13829,16017,13200,16017,27.1,2023,10,highTempSeason,No
2023-10-04,14055,16350,13600,16350,27.6,2023,10,highTempSeason,No
2023-10-03,14748,16982,14100,16982,28.2,2023,10,highTempSeason,No
2023-10-02,14864,17101,14000,17101,30.0,2023,10,highTempSeason,No
2023-10-01,15481,17205,15300,17205,30.2,2023,10,highTempSeason,No
2023-09-30,14817,16909,14000,16909,29.9,2023,9,highTempSeason,No
2023-09-29,15410,17091,14700,17091,30.9,2023,9,highTempSeason,Yes
2023-09-28,14958,16878,14500,16878,31.5,2023,9,highTempSeason,No
2023-09-27,15115,17046,15000,17046,30.3,2023,9,highTempSeason,No
2023-09-26,14789,16581,14500,16581,29.9,2023,9,highTempSeason,No
2023-09-25,14160,16267,14400,16267,29.7,2023,9,highTempSeason,No
2023-09-24,14075,15974,14200,15974,28.9,2023,9,highTempSeason,No
2023-09-23,13964,16200,13500,16200,28.5,2023,9,highTempSeason,No
2023-09-22,14346,16072,13000,16072,29.0,2023,9,highTempSeason,Yes
2023-09-21,14490,16140,14500,16140,28.6,2023,9,highTempSeason,No
2023-09-20,13880,15985,15000,15985,28.1,2023,9,highTempSeason,No
2023-09-19,14108,15935,14900,15935,28.3,2023,9,highTempSeason,No
2023-09-18,13581,15329,15000,15329,28.9,2023,9,highTempSeason,No
2023-09-17,13702,15453,15400,15453,31.0,2023,9,highTempSeason,No
2023-09-16,13412,15335,14500,15335,30.5,2023,9,highTempSeason,No
2023-09-15,13469,15187,13500,15187,30.1,2023,9,highTempSeason,Yes
2023-09-14,13907,15643,15000,15643,29.5,2023,9,highTempSeason,No
2023-09-13,13888,15431,15000,15431,30.2,2023,9,highTempSeason,No
2023-09-12,14253,15641,15200,15641,29.7,2023,9,highTempSeason,No
2023-09-11,13960,15505,15500,15505,29.8,2023,9,highTempSeason,No
2023-09-10,13667,16167,15500,16167,30.1,2023,9,highTempSeason,No
2023-09-09,12818,14857,14300,14857,29.6,2023,9,highTempSeason,No
2023-09-08,12799,14876,13000,14876,29.0,2023,9,highTempSeason,Yes
2023-09-07,13436,14840,15000,14840,30.2,2023,9,highTempSeason,No
2023-09-06,13127,15445,14500,15445,30.6,2023,9,highTempSeason,No
2023-09-05,14254,15425,15500,15425,31.3,2023,9,highTempSeason,No
2023-09-04,14005,15300,15300,15300,30.0,2023,9,highTempSeason,No
2023-09-03,14039,15710,15000,15710,30.2,2023,9,highTempSeason,No
2023-09-02,13996,15730,15000,15730,30.4,2023,9,highTempSeason,No
2023-09-01,13333,14955,14500,14955,30.1,2023,9,highTempSeason,Yes
2023-08-31,14102,15518,15500,15518,30.2,2023,8,highTempSeason,No
2023-08-30,13608,15255,15250,15255,31.5,2023,8,highTempSeason,No
2023-08-29,13426,14955,15200,14955,30.1,2023,8,highTempSeason,No
2023-08-28,12899,15012,14500,15012,30.3,2023,8,highTempSeason,No
2023-08-27,13594,14925,14500,14925,29.7,2023,8,highTempSeason,No
2023-08-26,13013,14573,13100,14573,28.7,2023,8,highTempSeason,No
2023-08-25,12655,14659,13000,14659,28.5,2023,8,highTempSeason,Yes
2023-08-24,12980,14931,14500,14931,28.7,2023,8,highTempSeason,No
2023-08-23,13388,15135,14600,15135,29.1,2023,8,highTempSeason,No
2023-08-22,12951,14760,15500,14760,29.1,2023,8,highTempSeason,No
2023-08-21,12830,14799,15500,14799,30.9,2023,8,highTempSeason,No
2023-08-20,12022,14191,15200,14191,30.8,2023,8,highTempSeason,No
2023-08-19,12409,15001,14400,15001,29.9,2023,8,highTempSeason,No
2023-08-18,13178,15312,14300,15312,31.3,2023,8,highTempSeason,Yes
2023-08-17,12503,14909,14900,14909,30.6,2023,8,highTempSeason,No
2023-08-16,13529,15469,14800,15469,29.0,2023,8,highTempSeason,No
2023-08-15,13461,15167,13900,15167,29.3,2023,8,highTempSeason,No
2023-08-14,12551,14799,14300,14799,28.2,2023,8,highTempSeason,No
2023-08-13,12480,14635,13500,14635,27.5,2023,8,highTempSeason,No
2023-08-12,12358,14482,14000,14482,29.5,2023,8,highTempSeason,No
2023-08-11,12499,14344,13000,14344,28.3,2023,8,highTempSeason,Yes
2023-08-10,12502,14472,14400,14472,28.6,2023,8,highTempSeason,No
2023-08-09,12510,14777,14200,14777,28.8,2023,8,highTempSeason,No
2023-08-08,13432,15536,13500,15536,27.7,2023,8,highTempSeason,No
2023-08-07,13179,15141,14000,15141,27.8,2023,8,highTempSeason,No
2023-08-06,12841,14542,14500,14542,28.4,2023,8,highTempSeason,No
2023-08-05,13102,14855,14500,14855,29.5,2023,8,highTempSeason,No
2023-08-04,13249,15162,14200,15162,28.3,2023,8,highTempSeason,Yes
2023-08-03,13675,15448,14500,15448,29.1,2023,8,highTempSeason,No
2023-08-02,13637,15549,14800,15549,28.8,2023,8,highTempSeason,No
2023-08-01,13081,15307,15500,15307,30.4,2023,8,highTempSeason,No
2023-07-30,13380,15455,15700,15455,31.5,2023,7,highTempSeason,No
2023-07-30,13380,15455,15700,15455,31.5,2023,7,highTempSeason,No
2023-07-29,14056,16111,15200,16111,30.6,2023,7,highTempSeason,No
2023-07-28,13982,16062,14500,16062,29.8,2023,7,highTempSeason,Yes
2023-07-27,13982,16021,15500,16021,30.2,2023,7,highTempSeason,No
2023-07-26,14040,16086,15600,16086,31.1,2023,7,highTempSeason,No
2023-07-25,13864,16010,15600,16010,31.6,2023,7,highTempSeason,No
2023-07-24,13507,15735,15300,15735,31.8,2023,7,highTempSeason,No
2023-07-23,13312,15536,15500,15536,31.2,2023,7,highTempSeason,No
2023-07-22,13188,15628,15000,15628,31.1,2023,7,highTempSeason,No
2023-07-21,13403,15634,14300,15634,31.2,2023,7,highTempSeason,Yes
2023-07-20,13296,15338,15800,15338,31.3,2023,7,highTempSeason,No
2023-07-19,13185,15300,15500,15300,31.6,2023,7,highTempSeason,No
2023-07-18,13278,15173,15100,15173,30.8,2023,7,highTempSeason,No
2023-07-17,13244,15179,15000,15179,29.8,2023,7,highTempSeason,No
2023-07-16,13420,15540,15200,15540,28.6,2023,7,highTempSeason,No
2023-07-15,13710,15812,14400,15812,29.5,2023,7,highTempSeason,No
2023-07-14,13589,15651,14000,15651,30.3,2023,7,highTempSeason,Yes
2023-07-13,12841,15280,14800,15280,30.0,2023,7,highTempSeason,No
2023-07-12,13387,15429,15000,15429,30.1,2023,7,highTempSeason,No
2023-07-11,12889,15074,15000,15074,30.0,2023,7,highTempSeason,No
2023-07-10,12470,14605,14800,14605,30.1,2023,7,highTempSeason,No
2023-07-09,13480,15427,14500,15427,30.1,2023,7,highTempSeason,No
2023-07-08,13026,15318,13100,15318,29.6,2023,7,highTempSeason,No
2023-07-07,12799,15076,12600,15076,29.3,2023,7,highTempSeason,Yes
2023-07-05,12586,14891,13900,14891,30.3,2023,7,highTempSeason,No
2023-07-04,13601,15616,13000,15616,31.4,2023,7,highTempSeason,No
2023-07-03,13068,14937,12500,14937,30.0,2023,7,highTempSeason,No
2023-07-02,12549,14653,11800,14653,28.8,2023,7,highTempSeason,No
2023-07-01,11720,13997,11000,13997,27.0,2023,7,highTempSeason,No
2023-06-30,12011,14614,11500,14614,28.0,2023,6,highTempSeason,Yes
2023-06-29,12198,14413,10500,14413,27.0,2023,6,highTempSeason,No
2023-06-28,12303,14433,12000,14433,27.0,2023,6,highTempSeason,No
2023-06-27,12686,14502,11300,14502,27.2,2023,6,highTempSeason,No
2023-06-26,12121,14061,14600,14061,28.9,2023,6,highTempSeason,No
2023-06-25,12164,14080,14800,14080,29.8,2023,6,highTempSeason,No
2023-06-24,12929,14837,14500,14837,30.2,2023,6,highTempSeason,No
2023-06-23,12743,14615,13800,14615,29.8,2023,6,highTempSeason,Yes
2023-06-22,12662,14792,14300,14792,29.7,2023,6,highTempSeason,No
2023-06-21,12364,14460,14200,14460,29.5,2023,6,highTempSeason,No
2023-06-20,12467,14644,14200,14644,28.2,2023,6,highTempSeason,No
2023-06-19,12642,14973,14800,14973,29.2,2023,6,highTempSeason,No
2023-06-18,12555,15074,14500,15074,28.4,2023,6,highTempSeason,No
2023-06-17,12614,14928,14500,14928,30.1,2023,6,highTempSeason,No
2023-06-16,12158,14693,14000,14693,30.9,2023,6,highTempSeason,Yes
2023-06-15,12493,14803,14800,14803,30.8,2023,6,highTempSeason,No
2023-06-14,12759,15213,14200,15213,31.1,2023,6,highTempSeason,No
2023-06-13,13291,15476,14200,15476,29.7,2023,6,highTempSeason,No
2023-06-12,13053,15288,14600,15288,28.3,2023,6,highTempSeason,No
2023-06-11,12810,15051,14800,15051,29.0,2023,6,highTempSeason,No
2023-06-10,12753,15281,14000,15281,28.3,2023,6,highTempSeason,No
2023-06-09,13382,15216,14500,15216,27.8,2023,6,highTempSeason,Yes
2023-06-08,13131,15001,15200,15001,30.6,2023,6,highTempSeason,No
2023-06-07,13159,14979,16000,14979,33.1,2023,6,highTempSeason,No
2023-06-06,12509,14389,15800,14389,33.5,2023,6,highTempSeason,No
2023-06-05,12368,14173,15800,14173,32.9,2023,6,highTempSeason,No
2023-06-04,12709,14696,15700,14696,32.8,2023,6,highTempSeason,No
2023-06-03,12525,14567,15500,14567,32.4,2023,6,highTempSeason,No
2023-06-02,12295,14441,14800,14441,32.7,2023,6,highTempSeason,Yes
2023-06-01,13087,14756,15500,14756,32.8,2023,6,highTempSeason,No
2023-05-31,13058,15031,15200,15031,32.5,2023,5,highTempSeason,No
2023-05-30,12703,14937,14900,14937,32.3,2023,5,highTempSeason,No
2023-05-29,12483,14894,14500,14894,31.2,2023,5,highTempSeason,No
2023-05-28,12624,14324,13800,14324,29.5,2023,5,highTempSeason,No
2023-05-27,12059,13883,13500,13883,28.0,2023,5,highTempSeason,No
2023-05-26,13089,15362,12000,15362,29.8,2023,5,highTempSeason,Yes
2023-05-25,12907,14866,13500,14866,28.9,2023,5,highTempSeason,No
2023-05-24,12188,15355,13500,15355,28.0,2023,5,highTempSeason,No
2023-05-23,13413,15081,14500,15081,28.4,2023,5,highTempSeason,No
2023-05-22,12430,14663,13900,14663,29.5,2023,5,highTempSeason,No
2023-05-21,12111,14231,14500,14231,30.2,2023,5,highTempSeason,No
2023-05-20,11399,13841,13000,13841,30.4,2023,5,highTempSeason,No
2023-05-19,11403,14052,12000,14052,29.2,2023,5,highTempSeason,Yes
2023-05-18,11574,13254,12500,13254,27.3,2023,5,highTempSeason,No
2023-05-16,10662,12126,14300,12126,29.5,2023,5,highTempSeason,No
2023-05-15,10838,12421,12000,12421,29.7,2023,5,highTempSeason,No
2023-05-14,10892,12563,12500,12563,29.0,2023,5,highTempSeason,No
2023-05-13,11179,13062,14000,13062,30.8,2023,5,highTempSeason,No
2023-05-12,12633,14400,14000,14400,31.4,2023,5,highTempSeason,Yes
2023-05-11,13199,14660,15500,14660,31.5,2023,5,highTempSeason,No
2023-05-10,13200,14761,15600,14761,31.8,2023,5,highTempSeason,No
2023-05-08,12766,14826,15000,14826,33.0,2023,5,highTempSeason,No
2023-05-07,13069,14635,14600,14635,31.1,2023,5,highTempSeason,No
2023-05-06,13402,14974,14000,14974,30.2,2023,5,highTempSeason,No
2023-05-05,13088,14821,11800,14821,30.3,2023,5,highTempSeason,Yes
2023-05-04,12892,14397,13200,14397,28.3,2023,5,highTempSeason,No
2023-05-03,13166,14712,14500,14712,29.2,2023,5,highTempSeason,No
2023-05-02,13248,15278,14800,15278,29.9,2023,5,highTempSeason,No
2023-05-01,12615,14950,11500,14950,28.7,2023,5,highTempSeason,No
2023-04-30,12973,15313,14500,15313,29.5,2023,4,highTempSeason,No
2023-04-29,12728,15228,12500,15228,29.7,2023,4,highTempSeason,No
2023-04-28,11725,14443,11000,14443,29.0,2023,4,highTempSeason,Yes
2023-04-27,12961,15840,13000,15840,30.3,2023,4,highTempSeason,No
2023-04-26,13191,15469,13000,15469,31.0,2023,4,highTempSeason,No
2023-04-25,13295,15462,11000,15462,30.3,2023,4,highTempSeason,No
2023-04-24,13224,15249,11000,15249,28.0,2023,4,highTempSeason,No
2023-04-23,13271,15386,11000,15386,27.5,2023,4,highTempSeason,No
2023-04-22,13543,15229,11200,15229,29.1,2023,4,highTempSeason,No
2023-04-21,14286,16033,13800,16033,30.4,2023,4,highTempSeason,Yes
2023-04-20,14150,16030,15500,16030,32.3,2023,4,highTempSeason,No
2023-04-19,14222,15948,15500,15948,32.3,2023,4,highTempSeason,No
2023-04-18,13863,15617,16000,15617,32.4,2023,4,highTempSeason,No
2023-04-17,13140,15160,16000,15160,32.7,2023,4,highTempSeason,No
2023-04-16,13286,14999,16000,14999,33.5,2023,4,highTempSeason,No
2023-04-15,13058,15046,15000,15046,33.5,2023,4,highTempSeason,No
2023-04-14,13559,15639,14500,15639,32.4,2023,4,highTempSeason,Yes
2023-04-13,13356,15303,15200,15303,32.1,2023,4,highTempSeason,No
2023-04-12,13000,15040,15000,15040,31.2,2023,4,highTempSeason,No
2023-04-11,12798,15182,14700,15182,31.0,2023,4,highTempSeason,No
2023-04-10,12716,15238,14500,15238,30.9,2023,4,highTempSeason,No
2023-04-09,12504,14902,14300,14902,30.5,2023,4,highTempSeason,No
2023-04-08,12145,14027,13500,14027,30.4,2023,4,highTempSeason,No
2023-04-07,12540,14350,13000,14350,30.5,2023,4,highTempSeason,Yes
2023-04-06,12771,14450,13800,14450,29.8,2023,4,highTempSeason,No
2023-04-05,13035,14279,13800,14279,29.6,2023,4,highTempSeason,No
2023-04-04,12771,14131,12800,14131,29.0,2023,4,highTempSeason,No
2023-04-03,12260,14121,12100,14121,27.9,2023,4,highTempSeason,No
2023-04-01,12649,14026,11900,14026,25.1,2023,4,highTempSeason,No
2023-03-31,12905,14162,11000,14162,26.3,2023,3,highTempSeason,Yes
2023-03-30,12840,13971,12500,13971,27.2,2023,3,highTempSeason,No
2023-03-29,12263,13640,12400,13640,26.5,2023,3,highTempSeason,No
2023-03-28,11885,14000,12500,14000,27.9,2023,3,highTempSeason,No
2023-03-27,12011,13796,11900,13796,27.4,2023,3,highTempSeason,No
2023-03-26,12141,13912,11200,13912,27.6,2023,3,highTempSeason,No
2023-03-25,11365,13917,11500,13917,26.5,2023,3,highTempSeason,No
2023-03-24,11740,13919,11000,13919,26.0,2023,3,highTempSeason,Yes
2023-03-23,11737,13770,11800,13770,26.5,2023,3,highTempSeason,No
2023-03-22,11472,13252,11600,13252,25.8,2023,3,highTempSeason,No
2023-03-21,12404,14093,11000,14093,25.8,2023,3,highTempSeason,No
2023-03-20,11878,13735,11500,13735,25.5,2023,3,highTempSeason,No
2023-03-19,11599,13884,12000,13884,24.1,2023,3,highTempSeason,No
2023-03-18,11186,13034,12000,13034,26.0,2023,3,highTempSeason,No
2023-03-17,11366,13474,12000,13474,26.0,2023,3,highTempSeason,Yes
2023-03-15,11850,13118,12500,13118,27.6,2023,3,highTempSeason,No
2023-03-14,12005,13336,13200,13336,28.3,2023,3,highTempSeason,No
2023-03-13,11698,13158,12900,13158,28.8,2023,3,highTempSeason,No
2023-03-12,11907,13453,12700,13453,28.2,2023,3,highTempSeason,No
2023-03-11,11688,13546,12000,13546,27.8,2023,3,highTempSeason,No
2023-03-10,12359,14059,11500,14059,27.8,2023,3,highTempSeason,Yes
2023-03-09,11719,13729,12600,13729,28.1,2023,3,highTempSeason,No
2023-03-08,11312,13507,12000,13507,27.9,2023,3,highTempSeason,No
2023-03-07,11192,13058,12700,13058,28.1,2023,3,highTempSeason,No
2023-03-06,11223,12936,12500,12936,28.1,2023,3,highTempSeason,No
2023-03-05,11825,13367,12400,13367,27.8,2023,3,highTempSeason,No
2023-03-04,11579,13134,11800,13134,27.1,2023,3,highTempSeason,No
2023-03-03,10390,12700,11000,12700,27.6,2023,3,highTempSeason,Yes
2023-03-02,10476,12785,12000,12785,26.7,2023,3,highTempSeason,No
2023-03-01,11329,13269,11800,13269,27.2,2023,3,highTempSeason,No
2023-02-28,10818,12821,11800,12821,26.2,2023,2,lowTempSeason,No
2023-02-27,10627,12664,11700,12664,26.2,2023,2,lowTempSeason,No
2023-02-26,10330,11975,11900,11975,25.9,2023,2,lowTempSeason,No
2023-02-25,10166,11525,11100,11525,26.6,2023,2,lowTempSeason,No
2023-02-24,10883,12378,10800,12378,27.3,2023,2,lowTempSeason,Yes
2023-02-23,10629,12233,11500,12233,26.9,2023,2,lowTempSeason,No
2023-02-22,9397,10763,11000,10763,26.5,2023,2,lowTempSeason,No
2023-02-21,8972,10898,10500,10898,25.5,2023,2,lowTempSeason,No
2023-02-20,9809,11241,11000,11241,24.8,2023,2,lowTempSeason,No
2023-02-19,9933,11440,10800,11440,24.7,2023,2,lowTempSeason,No
2023-02-18,9569,11199,10500,11199,23.8,2023,2,lowTempSeason,No
2023-02-17,9488,10924,10000,10924,22.8,2023,2,lowTempSeason,Yes
2023-02-16,9758,11396,10850,11396,22.4,2023,2,lowTempSeason,No
2023-02-15,9458,10862,10750,10862,22.2,2023,2,lowTempSeason,No
2023-02-14,9685,11157,10700,11157,22.4,2023,2,lowTempSeason,No
2023-02-13,9352,10888,10750,10888,23.6,2023,2,lowTempSeason,No
2023-02-12,8914,10651,10800,10651,24.5,2023,2,lowTempSeason,No
2023-02-11,8954,10449,10300,10449,23.6,2023,2,lowTempSeason,No
2023-02-10,9043,10660,10000,10660,23.4,2023,2,lowTempSeason,Yes
2023-02-09,9639,11158,10600,11158,23.7,2023,2,lowTempSeason,No
2023-02-08,9727,11210,10600,11210,22.7,2023,2,lowTempSeason,No
2023-02-07,9149,10958,10500,10958,21.8,2023,2,lowTempSeason,No
2023-02-06,9538,11092,10700,11092,21.3,2023,2,lowTempSeason,No
2023-02-05,9645,10945,10700,10945,21.4,2023,2,lowTempSeason,No
2023-02-04,9814,11263,10300,11263,21.7,2023,2,lowTempSeason,No
2023-02-03,9147,10899,10000,10899,21.4,2023,2,lowTempSeason,Yes
2023-02-02,9681,10824,10500,10824,21.4,2023,2,lowTempSeason,No
2023-02-01,9632,10873,10500,10873,23.4,2023,2,lowTempSeason,No
2023-01-31,9568,10834,10500,10834,23.1,2023,1,lowTempSeason,No
2023-01-30,9536,10855,10500,10855,22.0,2023,1,lowTempSeason,No
2023-01-29,9198,10482,10300,10482,21.1,2023,1,lowTempSeason,No
2023-01-28,9064,10184,10000,10184,22.8,2023,1,lowTempSeason,No
2023-01-27,8832,10398,10300,10398,23.2,2023,1,lowTempSeason,Yes
2023-01-26,9005,10300,10300,10300,22.0,2023,1,lowTempSeason,No
2023-01-25,9320,10703,10300,10703,22.6,2023,1,lowTempSeason,No
2023-01-23,8934,9932,10200,9932,21.0,2023,1,lowTempSeason,No
2023-01-22,8634,9675,10000,9675,20.5,2023,1,lowTempSeason,No
2023-01-21,8803,9837,9800,9837,20.0,2023,1,lowTempSeason,No
2023-01-20,8521,9707,9500,9707,19.8,2023,1,lowTempSeason,Yes
2023-01-19,8761,10004,10200,10004,19.1,2023,1,lowTempSeason,No
2023-01-18,8166,9629,10300,9629,18.9,2023,1,lowTempSeason,No
2023-01-17,8428,9565,10200,9565,19.4,2023,1,lowTempSeason,No
2023-01-16,8659,9640,10100,9640,20.6,2023,1,lowTempSeason,No
2023-01-15,8926,9673,10300,9673,21.2,2023,1,lowTempSeason,No
2023-01-14,8620,9917,9700,9917,20.1,2023,1,lowTempSeason,No
2023-01-13,9481,10418,9000,10418,18.9,2023,1,lowTempSeason,Yes
2023-01-12,8933,10300,10300,10300,18.3,2023,1,lowTempSeason,No
2023-01-11,8758,10421,10300,10421,20.2,2023,1,lowTempSeason,No
2023-01-10,8571,10174,10100,10174,21.2,2023,1,lowTempSeason,No
2023-01-09,8279,9482,10200,9482,19.7,2023,1,lowTempSeason,No
2023-01-08,8691,9879,10000,9879,16.5,2023,1,lowTempSeason,No
2023-01-07,8475,10460,9300,10460,16.5,2023,1,lowTempSeason,No
2023-01-06,8568,10681,9300,10681,16.2,2023,1,lowTempSeason,Yes
2023-01-05,8844,10902,9900,10902,16.5,2023,1,lowTempSeason,No
2023-01-04,9144,10746,10200,10746,17.0,2023,1,lowTempSeason,No
2023-01-03,10289,11259,10400,11259,19.5,2023,1,lowTempSeason,No
2023-01-03,8508,10061,9800,10061,19.5,2023,1,lowTempSeason,No
2023-01-02,8553,10145,9800,10145,20.0,2023,1,lowTempSeason,No
2023-01-02,10186,11299,10400,11299,20.0,2023,1,lowTempSeason,No
2023-01-01,8463,10512,9900,10512,18.8,2023,1,lowTempSeason,No
2023-01-01,10553,11673,10400,11673,18.8,2023,1,lowTempSeason,No
2022-12-31,8257,10244,9500,10244,18.6,2022,12,lowTempSeason,No
2022-12-30,7966,10199,8700,10199,19.1,2022,12,lowTempSeason,Yes
2022-12-29,8562,10255,9800,10255,20.0,2022,12,lowTempSeason,No
2022-12-28,8709,10343,9900,10343,21.5,2022,12,lowTempSeason,No
2022-12-27,8180,10484,9800,10484,22.0,2022,12,lowTempSeason,No
2022-12-26,8144,10432,10000,10432,22.8,2022,12,lowTempSeason,No
2022-12-25,8373,10602,10000,10602,22.1,2022,12,lowTempSeason,No
2022-12-24,8000,10209,9500,10209,21.5,2022,12,lowTempSeason,No
2022-12-23,8615,10806,8500,10806,22.0,2022,12,lowTempSeason,Yes
2022-12-22,8770,10911,9800,10911,22.4,2022,12,lowTempSeason,No
2022-12-21,8888,11313,9900,11313,22.5,2022,12,lowTempSeason,No
2022-12-20,8600,10952,10000,10952,22.6,2022,12,lowTempSeason,No
2022-12-19,8369,10974,10200,10974,21.8,2022,12,lowTempSeason,No
2022-12-18,8479,11117,10200,11117,21.5,2022,12,lowTempSeason,No
2022-12-17,8561,10962,9900,10962,21.9,2022,12,lowTempSeason,No
2022-12-16,8568,11234,9000,11234,21.8,2022,12,lowTempSeason,Yes
2022-12-15,8854,11242,10000,11242,22.9,2022,12,lowTempSeason,No
2022-12-14,8887,11389,10000,11389,22.6,2022,12,lowTempSeason,No
2022-12-13,8944,11312,10100,11312,23.0,2022,12,lowTempSeason,No
2022-12-12,8894,11234,10000,11234,23.0,2022,12,lowTempSeason,No
2022-12-11,8939,11345,10200,11345,24.0,2022,12,lowTempSeason,No
