Report_Date,Day_ProbPeakGen(MW),Evening_ProbPeakGen(MW),ProbMaxDemand(MW),ProbMaxGen(MW)
31-12-2024,14543,14949,10600,14949
31-12-2024,10596,11883,10100,11883
30-12-2024,13760,15475,10800,15475
29-12-2024,14372,14729,10800,14729
28-12-2024,14138,14492,9850,14492
27-12-2024,13791,14419,10600,14419
26-12-2024,13645,14092,10600,14092
25-12-2024,12982,13683,10500,13683
24-12-2024,12696,13349,10700,13349
23-12-2024,12705,13515,10700,13515
22-12-2024,13489,14032,10600,14032
21-12-2024,13239,13812,9200,13812
21-12-2024,13165,13670,9800,13670
19-12-2024,13642,14223,10500,14223
19-12-2024,13397,14157,10500,14157
17-12-2024,12971,13722,10250,13722
16-12-2024,12495,13296,9500,13296
15-12-2024,13411,13833,10200,13833
14-12-2024,12658,13256,10000,13256
13-12-2024,12722,13521,10000,13521
12-12-2024,13201,13840,10300,13840
11-12-2024,12740,13314,10300,13314
10-12-2024,13235,13745,10300,13745
09-12-2024,13192,13757,10600,13757
08-12-2024,12646,13341,10800,13341
07-12-2024,12300,13200,10000,13200
06-12-2024,12157,12855,9500,12855
05-12-2024,12757,13455,10900,13455
04-12-2024,12562,13262,11200,13262
03-12-2024,12490,13220,10800,13220
02-12-2024,12922,13607,10900,13607
01-12-2024,13306,14080,10900,14080
30-11-2024,13210,13990,10600,13990
29-11-2024,13564,14206,9200,14206
28-11-2024,13305,13564,10800,13564
27-11-2024,13263,14013,10800,14013
26-11-2024,13049,13778,10600,13778
25-11-2024,13438,14393,10700,14393
24-11-2024,12657,13187,11000,13187
23-11-2024,12837,13187,10500,13187
22-11-2024,12527,13325,10800,13325
21-11-2024,12703,13298,11000,13298
20-11-2024,12150,12715,11500,12715
19-11-2024,12769,13158,11100,13158
18-11-2024,12832,13453,11300,13453
17-11-2024,12795,13684,11800,13684
15-11-2024,12072,13315,11500,13315
14-11-2024,11859,13141,12400,13141
13-11-2024,12588,13213,12800,13213
12-11-2024,12010,12850,12550,12850
11-11-2024,12229,12962,12500,12962
10-11-2024,12095,12812,13000,12812
09-11-2024,12730,13801,12000,13801
08-11-2024,12321,13493,12000,13493
07-11-2024,12110,13535,13000,13535
06-11-2024,12069,13807,13000,13807
05-11-2024,12569,14022,13500,14022
04-11-2024,12479,13974,13500,13974
03-11-2024,12085,13476,14000,13476
02-11-2024,12008,13162,13000,13162
01-11-2024,12189,13366,13200,13366
01-11-2024,12189,13366,13200,13366
31-10-2024,12010,13171,14000,13171
30-10-2024,12305,13623,14000,13623
29-10-2024,12904,14041,14800,14041
28-10-2024,13086,14186,14300,14186
27-10-2024,12904,14073,14300,14073
26-10-2024,12796,13792,13200,13792
25-10-2024,12784,13677,11000,13677
24-10-2024,13319,14218,12800,14218
23-10-2024,13494,14651,14650,14651
22-10-2024,13651,14851,14500,14851
21-10-2024,13576,14732,13800,14732
20-10-2024,13827,14787,13800,14787
19-10-2024,13283,14360,13700,14360
18-10-2024,13889,14830,12800,14830
17-10-2024,13608,14614,14300,14614
16-10-2024,13181,14894,14500,14894
15-10-2024,13394,14693,14400,14693
14-10-2024,13346,14854,15000,14854
13-10-2024,13409,15020,14500,15020
12-10-2024,13630,15227,14000,15227
11-10-2024,13156,14798,14000,14798
10-10-2024,13443,14579,13500,14579
09-10-2024,13550,14985,14500,14985
08-10-2024,13807,15000,15000,15000
07-10-2024,14332,15535,15000,15535
06-10-2024,14218,15415,14500,15415
05-10-2024,13647,15330,12500,15330
04-10-2024,13946,15227,13000,15227
03-10-2024,13788,15030,14500,15030
02-10-2024,14005,15202,15400,15202
01-10-2024,14085,15299,15200,15299
30-09-2024,14808,16327,15500,16327
29-09-2024,15385,16444,15500,16444
28-09-2024,14928,16339,13500,16339
27-09-2024,14708,16228,13200,16228
26-09-2024,14647,16122,14000,16122
25-09-2024,15033,16474,14000,16474
24-09-2024,14939,16563,15600,16563
23-09-2024,14708,15869,16300,15869
22-09-2024,14773,15760,15900,15760
21-09-2024,15355,16312,15700,16312
20-09-2024,15722,16449,15500,16449
19-09-2024,15658,16456,16000,16456
18-09-2024,15202,16131,15400,16131
17-09-2024,15314,16266,15500,16266
16-09-2024,15527,16420,12600,16420
15-09-2024,15203,16012,12000,16012
14-09-2024,14556,16174,13000,16174
13-09-2024,15040,16409,15000,16409
12-09-2024,14444,16001,15700,16001
11-09-2024,14256,15614,15900,15614
10-09-2024,13477,14681,16200,14681
09-09-2024,14371,15482,16200,15482
08-09-2024,14350,15540,15900,15540
07-09-2024,15089,15915,15500,15915
06-09-2024,14602,15385,14000,15385
05-09-2024,14427,15004,15600,15004
04-09-2024,14680,15298,15500,15298
03-09-2024,14961,15859,15200,15859
02-09-2024,15796,16914,15600,16914
01-09-2024,15975,16936,15500,16936
31-08-2024,15839,16656,15000,16656
30-08-2024,15032,16003,14000,16003
29-08-2024,15691,16447,15000,16447
28-08-2024,14958,16406,14600,16406
27-08-2024,14650,15756,14000,15756
26-08-2024,14764,15434,12800,15434
25-08-2024,14452,15191,14200,15191
24-08-2024,14524,15510,13700,15510
23-08-2024,14096,14982,12300,14982
22-08-2024,14177,15164,14000,15164
21-08-2024,12874,14974,13500,14974
20-08-2024,14631,15601,13500,15601
19-08-2024,14211,15777,15000,15777
18-08-2024,14510,15623,15000,15623
17-08-2024,14089,15100,14500,15100
16-08-2024,14036,15022,14500,15022
15-08-2024,14321,15152,16000,15152
14-08-2024,14455,15516,15500,15516
13-08-2024,15171,16286,14700,16286
12-08-2024,14800,15918,14500,15918
11-08-2024,14118,15287,15000,15287
10-08-2024,13808,15540,14500,15540
09-08-2024,13845,16595,13500,16595
08-08-2024,14727,17615,14100,17615
07-08-2024,15245,17638,14000,17638
06-08-2024,13938,15856,14000,15856
05-08-2024,14010,15969,13000,15969
04-08-2024,13490,15695,14800,15695
03-08-2024,13587,16532,13600,16532
02-08-2024,13289,16152,12500,16152
01-08-2024,13772,15671,15500,15671
31-07-2024,14488,16160,16000,16160
30-07-2024,14399,16084,16000,16084
29-07-2024,14646,16212,16000,16212
28-07-2024,14685,16178,16000,16178
27-07-2024,15371,16666,15500,16666
26-07-2024,14328,15527,15000,15527
25-07-2024,15097,16521,15200,16521
18-07-2024,15065,16126,16000,16126
17-07-2024,15090,16630,15800,16630
16-07-2024,14949,15837,16500,15837
15-07-2024,14480,15535,16000,15535
14-07-2024,15600,16746,15900,16746
13-07-2024,14863,16225,14800,16225
12-07-2024,14255,16036,13500,16036
11-07-2024,13759,15012,15500,15012
10-07-2024,14436,15794,15800,15794
09-07-2024,14654,15732,15700,15732
08-07-2024,14310,15530,15500,15530
07-07-2024,15075,16076,15000,16076
06-07-2024,14406,15150,14500,15150
05-07-2024,14447,14980,13500,14980
04-07-2024,15300,15980,14500,15980
03-07-2024,15809,16697,14200,16697
01-07-2024,14087,14825,14300,14825
30-06-2024,13261,14029,15200,14029
29-06-2024,13624,14614,14000,14614
28-06-2024,13709,14555,14200,14555
27-06-2024,13952,14691,16000,14691
26-06-2024,13692,14520,15600,14520
25-06-2024,13186,14103,15700,14103
23-06-2024,15157,17026,15000,17026
23-06-2024,15157,17026,15000,17026
22-06-2024,14398,16274,13700,16274
21-06-2024,14340,16324,12000,16324
20-06-2024,14616,16048,12000,16048
19-06-2024,14565,16012,12500,16012
18-06-2024,15020,16760,13500,16760
17-06-2024,15093,16682,12500,16682
16-06-2024,14920,16170,13600,16170
15-06-2024,14603,16078,14600,16078
14-06-2024,14306,15759,14000,15759
13-06-2024,16013,17185,16400,17185
12-06-2024,15749,16836,16800,16836
11-06-2024,15571,16840,16500,16840
10-06-2024,15382,16659,15900,16659
09-06-2024,15064,16300,16900,16300
08-06-2024,14788,16402,15000,16402
07-06-2024,14376,16114,15000,16114
06-06-2024,14284,16076,15800,16076
05-06-2024,14195,15985,15900,15985
03-06-2024,14694,16121,16000,16121
02-06-2024,15081,16807,16500,16807
01-06-2024,14229,15987,15200,15987
31-05-2024,14335,16106,15000,16106
30-05-2024,14732,15897,15000,15897
29-05-2024,13558,15326,15000,15326
28-05-2024,11004,13704,12000,13704
27-05-2024,10255,12772,8500,12772
26-05-2024,14800,15838,15000,15838
25-05-2024,15954,17239,16300,17239
24-05-2024,14967,16376,15500,16376
23-05-2024,15537,16810,16000,16810
23-05-2024,15537,16810,16000,16810
21-05-2024,15620,17069,14600,17069
20-05-2024,15628,16950,15000,16950
19-05-2024,15617,16896,15000,16896
18-05-2024,15787,16818,14800,16818
17-05-2024,15258,16717,15600,16717
16-05-2024,15640,16686,16400,16686
15-05-2024,16383,17130,16000,17130
14-05-2024,16244,16954,16000,16954
13-05-2024,15296,16092,14800,16092
12-05-2024,15315,16958,13800,16958
11-05-2024,15077,17145,13000,17145
10-05-2024,14372,16632,12000,16632
09-05-2024,14353,16252,13000,16252
08-05-2024,15155,16678,13500,16678
07-05-2024,14313,16421,14000,16421
06-05-2024,14828,16789,14000,16789
05-05-2024,14855,16704,15000,16704
04-05-2024,15199,16951,15500,16951
03-05-2024,15266,17276,16000,17276
02-05-2024,15609,17442,17000,17442
01-05-2024,15535,16882,16200,16882
30-04-2024,15191,16667,17300,16667
29-04-2024,14425,16890,17200,16890
28-04-2024,16160,17213,16900,17213
27-04-2024,15950,16908,16600,16908
26-04-2024,15933,16878,16000,16878
25-04-2024,16463,17492,16800,17492
24-04-2024,15774,16915,16800,16915
23-04-2024,15606,16530,16800,16530
22-04-2024,15526,16697,16200,16697
21-04-2024,15510,16660,16200,16660
20-04-2024,14929,16246,15500,16246
19-04-2024,15382,16980,14800,16980
18-04-2024,15189,16568,15000,16568
17-04-2024,15124,16411,14700,16411
16-04-2024,14030,15890,15000,15890
15-04-2024,14471,15543,14000,15543
14-04-2024,13852,15514,12800,15514
13-04-2024,14425,15709,12800,15709
12-04-2024,14409,15827,11800,15827
11-04-2024,14761,15897,11300,15897
10-04-2024,14877,15548,12800,15548
09-04-2024,14642,15580,12500,15580
08-04-2024,14056,15568,14300,15568
07-04-2024,13738,15201,15200,15201
06-04-2024,13195,15048,15500,15048
05-04-2024,13189,14692,15300,14692
04-04-2024,13382,14782,15000,14782
03-04-2024,12997,14344,15300,14344
02-04-2024,12652,14204,14700,14204
01-04-2024,12170,13740,14200,13740
31-03-2024,11970,13440,13800,13440
30-03-2024,12062,14102,12500,14102
29-03-2024,12404,13708,11200,13708
28-03-2024,12186,13585,13300,13585
27-03-2024,12127,13377,12700,13377
26-03-2024,12085,13315,11500,13315
25-03-2024,12023,13325,12500,13325
24-03-2024,11733,13210,12200,13210
23-03-2024,11639,13143,12000,13143
22-03-2024,11916,13365,10700,13365
21-03-2024,12224,13717,11500,13717
20-03-2024,12189,13817,12500,13817
19-03-2024,12057,13662,13600,13662
18-03-2024,12266,13834,13300,13834
17-03-2024,11451,12831,12800,12831
16-03-2024,11892,13333,12600,13333
15-03-2024,11729,13221,11800,13221
14-03-2024,12583,14206,13000,14206
13-03-2024,11960,13474,12700,13474
12-03-2024,12495,13198,12700,13198
11-03-2024,12696,13179,12300,13179
10-03-2024,12530,13131,12300,13131
09-03-2024,12205,12694,11600,12694
08-03-2024,12742,13258,11000,13258
07-03-2024,13004,13859,12250,13859
06-03-2024,13118,13503,12300,13503
05-03-2024,12644,13635,12000,13635
04-03-2024,12090,13609,12000,13609
03-03-2024,12480,12962,11800,12962
02-03-2024,12117,12826,11300,12826
01-03-2024,11881,12615,11000,12615
29-02-2024,12631,12993,11600,12993
28-02-2024,11997,12210,11500,12210
27-02-2024,11230,12219,11400,12219
26-02-2024,11247,12703,10000,12703
25-02-2024,11219,12381,11500,12381
24-02-2024,11308,12423,11250,12423
23-02-2024,10951,11832,10500,11832
22-02-2024,11809,12291,11000,12291
21-02-2024,11815,12456,11000,12456
20-02-2024,11790,12297,11700,12297
19-02-2024,10719,11750,11500,11750
18-02-2024,11217,12236,11400,12236
17-02-2024,11135,12201,11000,12201
16-02-2024,11168,11803,10300,11803
15-02-2024,11373,12054,11000,12054
14-02-2024,11281,12246,11000,12246
13-02-2024,11394,12276,11300,12276
12-02-2024,11048,12383,11500,12383
11-02-2024,10960,12377,11000,12377
10-02-2024,11223,12455,10800,12455
09-02-2024,11942,13183,10000,13183
08-02-2024,11056,12615,11200,12615
07-02-2024,10571,12107,11000,12107
06-02-2024,10021,10995,10900,10995
05-02-2024,10188,11007,10900,11007
04-02-2024,10181,10986,10800,10986
03-02-2024,10484,11340,10300,11340
02-02-2024,10401,11091,10300,11091
01-02-2024,10520,11300,10850,11300
29-01-2024,11135,11703,10700,11703
29-01-2024,11135,11703,10700,11703
27-01-2024,10507,11216,10000,11216
26-01-2024,10570,11416,9700,11416
25-01-2024,10316,11308,10800,11308
24-01-2024,10583,10818,10800,10818
23-01-2024,10377,11008,10600,11008
22-01-2024,10330,11175,10800,11175
22-01-2024,10330,11175,10800,11175
22-01-2024,10330,11175,10800,11175
21-01-2024,9531,10608,10900,10608
20-01-2024,10060,10725,10600,10725
19-01-2024,10088,11006,10300,11006
18-01-2024,10923,11822,10700,11822
17-01-2024,10539,11559,10600,11559
16-01-2024,10042,11269,10600,11269
15-01-2024,10012,10864,10600,10864
14-01-2024,10476,11400,10600,11400
13-01-2024,11156,11963,10300,11963
12-01-2024,10470,11411,9300,11411
10-01-2024,10772,11780,10000,11780
09-01-2024,10797,11878,10000,11878
08-01-2024,10104,11492,10500,11492
07-01-2024,10100,12011,9000,12011
06-01-2024,10567,11656,9700,11656
05-01-2024,11051,11881,10000,11881
04-01-2024,10992,11819,10200,11819
31-12-2023,10738,11775,10500,11775
29-12-2023,10542,11490,10200,11490
28-12-2023,10724,11610,10600,11610
27-12-2023,10846,11896,10500,11896
26-12-2023,11015,11816,10200,11816
25-12-2023,10912,11580,10000,11580
24-12-2023,10602,11895,10200,11895
23-12-2023,10517,11779,9500,11779
22-12-2023,11018,12311,9600,12311
21-12-2023,11198,11956,10000,11956
20-12-2023,10880,11927,10300,11927
19-12-2023,11040,12132,10500,12132
18-12-2023,10490,11734,9800,11734
17-12-2023,10466,11371,9800,11371
16-12-2023,10105,11323,8800,11323
15-12-2023,10118,11071,9800,11071
14-12-2023,10686,11540,10500,11540
13-12-2023,10564,11385,10300,11385
12-12-2023,10514,11256,10000,11256
11-12-2023,11234,12016,10000,12016
10-12-2023,11839,12695,11000,12695
09-12-2023,11420,12358,10500,12358
08-12-2023,11595,12664,10000,12664
07-12-2023,11284,12515,10700,12515
06-12-2023,11563,12216,11000,12216
05-12-2023,12044,13774,10800,13774
04-12-2023,12602,13916,11000,13916
03-12-2023,11875,13550,10900,13550
02-12-2023,11189,13655,10500,13655
01-12-2023,11590,12971,10000,12971
30-11-2023,12413,13713,11000,13713
30-11-2023,12413,13713,11000,13713
29-11-2023,12236,14048,11000,14048
28-11-2023,11668,13408,11100,13408
27-11-2023,11677,13772,11000,13772
26-11-2023,11430,13406,11000,13406
25-11-2023,11389,13049,10200,13049
24-11-2023,11990,13598,10000,13598
23-11-2023,12328,14190,11500,14190
22-11-2023,11842,14050,10900,14050
21-11-2023,11754,13166,11500,13166
20-11-2023,10514,13360,11500,13360
19-11-2023,10700,13270,11500,13270
18-11-2023,10724,13121,10500,13121
17-11-2023,12219,13946,10000,13946
16-11-2023,12557,14066,12000,14066
15-11-2023,12090,14121,12000,14121
14-11-2023,12063,14223,12000,14223
13-11-2023,11600,13655,12000,13655
12-11-2023,11760,13667,11800,13667
11-11-2023,11963,13557,11000,13557
10-11-2023,11431,13324,10800,13324
09-11-2023,10983,12382,11500,12382
08-11-2023,10663,12352,12000,12352
07-11-2023,11001,12742,12200,12742
06-11-2023,12451,14227,12000,14227
05-11-2023,11929,13604,12800,13604
04-11-2023,12205,14361,12500,14361
03-11-2023,12497,14708,12000,14708
02-11-2023,12961,15045,12700,15045
01-11-2023,13229,14901,12700,14901
31-10-2023,12644,14555,12000,14555
30-10-2023,11987,14532,13000,14532
29-10-2023,11558,14344,13000,14344
28-10-2023,11890,14419,12500,14419
27-10-2023,12315,14818,11800,14818
26-10-2023,12207,14510,13500,14510
25-10-2023,12842,15228,13000,15228
24-10-2023,12441,14727,12000,14727
23-10-2023,12293,14536,13600,14536
22-10-2023,11854,14068,14000,14068
21-10-2023,11780,14105,13000,14105
20-10-2023,12177,14505,12500,14505
19-10-2023,12445,14737,14000,14737
18-10-2023,12608,14730,14000,14730
17-10-2023,12553,14627,14000,14627
16-10-2023,12508,14964,14000,14964
15-10-2023,12587,14937,14500,14937
14-10-2023,12610,15295,13500,15295
13-10-2023,12624,15125,13000,15125
12-10-2023,12379,14982,14350,14982
11-10-2023,13164,15252,14500,15252
10-10-2023,13357,15303,14500,15303
09-10-2023,13072,15582,14500,15582
08-10-2023,12795,14955,14500,14955
07-10-2023,12931,14859,12500,14859
06-10-2023,12664,15116,11500,15116
05-10-2023,13829,16017,13200,16017
04-10-2023,14055,16350,13600,16350
03-10-2023,14748,16982,14100,16982
02-10-2023,14864,17101,14000,17101
01-10-2023,15481,17205,15300,17205
30-09-2023,14817,16909,14000,16909
29-09-2023,15410,17091,14700,17091
28-09-2023,14958,16878,14500,16878
27-09-2023,15115,17046,15000,17046
26-09-2023,14789,16581,14500,16581
25-09-2023,14160,16267,14400,16267
24-09-2023,14075,15974,14200,15974
23-09-2023,13964,16200,13500,16200
22-09-2023,14346,16072,13000,16072
21-09-2023,14490,16140,14500,16140
20-09-2023,13880,15985,15000,15985
19-09-2023,14108,15935,14900,15935
18-09-2023,13581,15329,15000,15329
17-09-2023,13702,15453,15400,15453
16-09-2023,13412,15335,14500,15335
15-09-2023,13469,15187,13500,15187
14-09-2023,13907,15643,15000,15643
13-09-2023,13888,15431,15000,15431
12-09-2023,14253,15641,15200,15641
11-09-2023,13960,15505,15500,15505
10-09-2023,13667,16167,15500,16167
09-09-2023,12818,14857,14300,14857
08-09-2023,12799,14876,13000,14876
07-09-2023,13436,14840,15000,14840
06-09-2023,13127,15445,14500,15445
05-09-2023,14254,15425,15500,15425
04-09-2023,14005,15300,15300,15300
03-09-2023,14039,15710,15000,15710
02-09-2023,13996,15730,15000,15730
01-09-2023,13333,14955,14500,14955
31-08-2023,14102,15518,15500,15518
30-08-2023,13608,15255,15250,15255
29-08-2023,13426,14955,15200,14955
28-08-2023,12899,15012,14500,15012
27-08-2023,13594,14925,14500,14925
26-08-2023,13013,14573,13100,14573
25-08-2023,12655,14659,13000,14659
24-08-2023,12980,14931,14500,14931
23-08-2023,13388,15135,14600,15135
22-08-2023,12951,14760,15500,14760
21-08-2023,12830,14799,15500,14799
20-08-2023,12022,14191,15200,14191
19-08-2023,12409,15001,14400,15001
18-08-2023,13178,15312,14300,15312
17-08-2023,12503,14909,14900,14909
16-08-2023,13529,15469,14800,15469
15-08-2023,13461,15167,13900,15167
14-08-2023,12551,14799,14300,14799
13-08-2023,12480,14635,13500,14635
12-08-2023,12358,14482,14000,14482
11-08-2023,12499,14344,13000,14344
10-08-2023,12502,14472,14400,14472
09-08-2023,12510,14777,14200,14777
08-08-2023,13432,15536,13500,15536
07-08-2023,13179,15141,14000,15141
06-08-2023,12841,14542,14500,14542
05-08-2023,13102,14855,14500,14855
04-08-2023,13249,15162,14200,15162
03-08-2023,13675,15448,14500,15448
02-08-2023,13637,15549,14800,15549
01-08-2023,13081,15307,15500,15307
30-07-2023,13380,15455,15700,15455
30-07-2023,13380,15455,15700,15455
29-07-2023,14056,16111,15200,16111
28-07-2023,13982,16062,14500,16062
27-07-2023,13982,16021,15500,16021
26-07-2023,14040,16086,15600,16086
25-07-2023,13864,16010,15600,16010
24-07-2023,13507,15735,15300,15735
23-07-2023,13312,15536,15500,15536
22-07-2023,13188,15628,15000,15628
21-07-2023,13403,15634,14300,15634
20-07-2023,13296,15338,15800,15338
19-07-2023,13185,15300,15500,15300
18-07-2023,13278,15173,15100,15173
17-07-2023,13244,15179,15000,15179
16-07-2023,13420,15540,15200,15540
15-07-2023,13710,15812,14400,15812
14-07-2023,13589,15651,14000,15651
13-07-2023,12841,15280,14800,15280
12-07-2023,13387,15429,15000,15429
11-07-2023,12889,15074,15000,15074
10-07-2023,12470,14605,14800,14605
09-07-2023,13480,15427,14500,15427
08-07-2023,13026,15318,13100,15318
07-07-2023,12799,15076,12600,15076
05-07-2023,12586,14891,13900,14891
04-07-2023,13601,15616,13000,15616
03-07-2023,13068,14937,12500,14937
02-07-2023,12549,14653,11800,14653
01-07-2023,11720,13997,11000,13997
30-06-2023,12011,14614,11500,14614
29-06-2023,12198,14413,10500,14413
28-06-2023,12303,14433,12000,14433
27-06-2023,12686,14502,11300,14502
26-06-2023,12121,14061,14600,14061
25-06-2023,12164,14080,14800,14080
24-06-2023,12929,14837,14500,14837
23-06-2023,12743,14615,13800,14615
22-06-2023,12662,14792,14300,14792
21-06-2023,12364,14460,14200,14460
20-06-2023,12467,14644,14200,14644
19-06-2023,12642,14973,14800,14973
18-06-2023,12555,15074,14500,15074
17-06-2023,12614,14928,14500,14928
16-06-2023,12158,14693,14000,14693
15-06-2023,12493,14803,14800,14803
14-06-2023,12759,15213,14200,15213
13-06-2023,13291,15476,14200,15476
12-06-2023,13053,15288,14600,15288
11-06-2023,12810,15051,14800,15051
10-06-2023,12753,15281,14000,15281
09-06-2023,13382,15216,14500,15216
08-06-2023,13131,15001,15200,15001
07-06-2023,13159,14979,16000,14979
06-06-2023,12509,14389,15800,14389
05-06-2023,12368,14173,15800,14173
04-06-2023,12709,14696,15700,14696
03-06-2023,12525,14567,15500,14567
02-06-2023,12295,14441,14800,14441
01-06-2023,13087,14756,15500,14756
31-05-2023,13058,15031,15200,15031
30-05-2023,12703,14937,14900,14937
29-05-2023,12483,14894,14500,14894
