File_Name,Report_Date,Day_ProbPeakGen(MW),Evening_ProbPeakGen(MW),ProbMaxDemand(MW),ProbMaxGen(MW)
7586report.pdf,07.04.24,13738,15201,15200,15201
5060report.pdf,27.10.20,14012,15137,11700,15137
5310report.pdf,01.03.21,13365,14240,10800,14240
5126report.pdf,29.11.20,13121,14246,9200,14246
7409report.pdf,31.12.24,10596,11883,10100,11883
7123report.pdf,21.08.23,12830,14799,15500,14799
6063report.pdf,11.03.22,12478,13053,11000,13053
summary_20241105_20241105113635.pdf,05.11.24,12569,14022,13500,14022
6288report.pdf,30.06.22,13013,14241,13900,14241
6241report.pdf,06.06.22,14349,15151,14200,15151
summary_20240820_20240820131148.pdf,20.08.24,14631,15601,13500,15601
6900report.pdf,02.05.23,13248,15278,14800,15278
5418report.pdf,24.04.21,15039,15828,13300,15828
5304report.pdf,26.02.21,13135,14349,9200,14349
5074report.pdf,03.11.20,13948,14767,11800,14767
summary_20241122_20241124104337.pdf,22.11.24,12527,13325,10800,13325
7071report.pdf,26.07.23,14040,16086,15600,16086
summary_20241029_20241030125150.pdf,29.10.24,12904,14041,14800,14041
7247report.pdf,22.10.23,11854,14068,14000,14068
6657report.pdf,31.12.22,8257,10244,9500,10244
summary_20240903_20240904123417.pdf,03.09.24,14961,15859,15200,15859
summary_20240811_20240811141431.pdf,11.08.24,14118,15287,15000,15287
6711report.pdf,27.01.23,8832,10398,10300,10398
5238report.pdf,24.01.21,10644,11765,9700,11765
7717report.pdf,11.06.24,15571,16840,16500,16840
7467report.pdf,07.02.24,10571,12107,11000,12107
5979report.pdf,28.01.22,11423,12218,8800,12218
5462report.pdf,16.05.21,14275,15285,11200,15285
7651report.pdf,09.05.24,14353,16252,13000,16252
5654report.pdf,20.08.21,13832,14924,12200,14924
5572report.pdf,10.07.21,14144,15299,12700,15299
5058report.pdf,26.10.20,13810,14658,11000,14658
7094report.pdf,07.08.23,13179,15141,14000,15141
5869report.pdf,05.12.21,11581,12926,9600,12926
5744report.pdf,04.10.21,13555,14830,13000,14830
summary_20241112_20241113101741.pdf,12.11.24,12010,12850,12550,12850
5434report.pdf,02.05.21,15070,15965,13700,15965
6601report.pdf,03.12.22,9091,11691,10000,11691
6571report.pdf,18.11.22,9750,11340,10200,11340
5487report.pdf,28.05.21,14138,14956,11500,14956
5164report.pdf,18.12.20,12234,13526,7800,13526
7357report.pdf,16.12.23,10105,11323,8800,11323
5678report.pdf,01.09.21,13308,14170,13500,14170
5352report.pdf,22.03.21,14293,15253,12800,15253
5508report.pdf,08.06.21,14053,15420,11500,15420
5022report.pdf,08.10.20,13379,14513,12400,14513
6810report.pdf,18.03.23,11186,13034,12000,13034
6021report.pdf,18.02.22,11920,12423,9000,12423
4815report.pdf,26.06.20,13437,14920,11000,14920
6398report.pdf,24.08.22,11760,14033,14200,14033
6484report.pdf,06.10.22,10638,12808,14000,12808
summary_20241229_20241229124203.pdf,29.12.24,14372,14729,10800,14729
6956report.pdf,30.05.23,12703,14937,14900,14937
6942report.pdf,23.05.23,13413,15081,14500,15081
6173report.pdf,03.05.22,14050,15361,9200,15361
6490report.pdf,09.10.22,10403,12925,13800,12925
6035report.pdf,25.02.22,11728,12248,9300,12248
6729report.pdf,05.02.23,9645,10945,10700,10945
6203report.pdf,18.05.22,14332,15066,14000,15066
7205report.pdf,01.10.23,15481,17205,15300,17205
7033report.pdf,07.07.23,12799,15076,12600,15076
5036report.pdf,15.10.20,13934,14569,13000,14569
5346report.pdf,19.03.21,14460,15605,11000,15605
7669report.pdf,18.05.24,15787,16818,14800,16818
7343report.pdf,09.12.23,11420,12358,10500,12358
5170report.pdf,21.12.20,12223,13481,8800,13481
5941report.pdf,10.01.22,11116,11907,9600,11907
7496report.pdf,22.02.24,11809,12291,11000,12291
7175report.pdf,16.09.23,13412,15335,14500,15335
6565report.pdf,15.11.22,9707,11340,10800,11340
6753report.pdf,17.02.23,9488,10924,10000,10924
6423report.pdf,05.09.22,12171,14075,14200,14075
6615report.pdf,10.12.22,9146,11461,9700,11461
5616report.pdf,01.08.21,14453,15220,12000,15220
7339report.pdf,07.12.23,11284,12515,10700,12515
5420report.pdf,25.04.21,14978,15687,13400,15687
7425report.pdf,19.01.24,10088,11006,10300,11006
7755report.pdf,30.06.24,13261,14029,15200,14029
5750report.pdf,08.10.21,13219,14300,12200,14300
7080report.pdf,30.07.23,13380,15455,15700,15455
7049report.pdf,15.07.23,13710,15812,14400,15812
5566report.pdf,07.07.21,13739,14924,12600,14924
6364report.pdf,07.08.22,10523,12380,14000,12380
summary_20240827_20240827140806.pdf,27.08.24,14650,15756,14000,15756
summary_20241008_20241008124518.pdf,08.10.24,13807,15000,15000,15000
summary_20241125_20241126103302.pdf,25.11.24,13438,14393,10700,14393
6478report.pdf,03.10.22,10581,12621,13600,12621
4966report.pdf,10.09.20,13499,14870,12700,14870
6222report.pdf,28.05.22,13675,14559,13800,14559
6708report.pdf,26.01.23,9005,10300,10300,10300
6825report.pdf,25.03.23,11365,13917,11500,13917
4820report.pdf,29.06.20,13705,15232,11000,15232
5826report.pdf,14.11.21,12128,13624,9800,13624
7012report.pdf,27.06.23,12686,14502,11300,14502
summary_20241025_20241027101424.pdf,25.10.24,12784,13677,11000,13677
7154report.pdf,06.09.23,13127,15445,14500,15445
5960report.pdf,20.01.22,11590,12255,10000,12255
5367report.pdf,29.03.21,15332,16054,12800,16054
5684report.pdf,04.09.21,13578,14697,13000,14697
6258report.pdf,15.06.22,12634,14134,14000,14134
6772report.pdf,27.02.23,10627,12664,11700,12664
6634report.pdf,20.12.22,8600,10952,10000,10952
6128report.pdf,13.04.22,14379,15309,14600,15309
6402report.pdf,26.08.22,12828,14405,13800,14405
5401report.pdf,15.04.21,14691,15434,13200,15434
7318report.pdf,27.11.23,11677,13772,11000,13772
5637report.pdf,11.08.21,13821,14895,13000,14895
5895report.pdf,18.12.21,11721,13055,9100,13055
7542report.pdf,16.03.24,11892,13333,12600,13333
5771report.pdf,17.10.21,13550,14754,13600,14754
5292report.pdf,20.02.21,12584,13545,9100,13545
7760report.pdf,03.07.24,15809,16697,14200,16697
5881report.pdf,11.12.21,12096,13484,9000,13484
5848report.pdf,25.11.21,12387,13615,9900,13615
7556report.pdf,23.03.24,11639,13143,12000,13143
7626report.pdf,27.04.24,15950,16908,16600,16908
7410report.pdf,12.01.24,10470,11411,9300,11411
6599report.pdf,02.12.22,8510,11321,10000,11321
6882report.pdf,23.04.23,13271,15386,11000,15386
summary_20240729_20240730121703.pdf,29.07.24,14646,16212,16000,16212
5690report.pdf,07.09.21,13381,14395,13300,14395
7695report.pdf,31.05.24,14335,16106,15000,16106
5145report.pdf,08.12.20,12240,13500,9000,13500
7189report.pdf,23.09.23,13964,16200,13500,16200
7230report.pdf,14.10.23,12610,15295,13500,15295
summary_20241011_20241011234044.pdf,11.10.24,13156,14798,14000,14798
4834report.pdf,06.07.20,13740,15275,11900,15275
6000report.pdf,08.02.22,11967,12674,9800,12674
6236report.pdf,04.06.22,14235,15274,14100,15274
summary_20240927_20240929111537.pdf,27.09.24,14708,16228,13200,16228
summary_20241206_20241208110018.pdf,06.12.24,12157,12855,9500,12855
6977report.pdf,09.06.23,13382,15216,14500,15216
6146report.pdf,22.04.22,14590,15340,13000,15340
4972report.pdf,13.09.20,13985,15100,12700,15100
6693report.pdf,18.01.23,8166,9629,10300,9629
6370report.pdf,10.08.22,10805,13200,13800,13200
