ReportDate,IsHoliday,DayOfWeek,ProbableMaxDemand_MW_Forecast,ProbableMaxGeneration_MW_Forecast,GrossTotal_ProbableDayPeakGeneration_MW,GrossTotal_ProbableEveningPeakGeneration_MW
2020-05-15,Yes,Friday,11000.0,14739.0,13111.0,14739.0
2020-05-16,No,Saturday,11000.0,14763.0,13112.0,14763.0
2020-05-17,No,Sunday,11300.0,14934.0,13177.0,14934.0
2020-05-18,No,Monday,12000.0,15395.0,13334.0,15395.0
2020-05-19,No,Tuesday,12000.0,15378.0,13654.0,15378.0
2020-05-20,No,Wednesday,8500.0,14072.0,12340.0,14072.0
2020-05-21,No,Thursday,7500.0,14435.0,12000.0,14435.0
2020-05-22,Yes,Friday,8000.0,14605.0,12315.0,14605.0
2020-05-23,No,Saturday,10000.0,14505.0,12426.0,14505.0
2020-05-24,No,Sunday,10000.0,14242.0,12400.0,14242.0
2020-05-25,No,Monday,9500.0,14281.0,11750.0,14281.0
2020-05-26,No,Tuesday,9500.0,14129.0,11760.0,14129.0
2020-05-27,No,Wednesday,7000.0,14283.0,10647.0,14283.0
2020-05-28,No,Thursday,9500.0,14445.0,11266.0,14445.0
2020-05-29,Yes,Friday,9000.0,14464.0,11195.0,14464.0
2020-05-30,No,Saturday,9800.0,14976.0,11840.0,14976.0
2020-05-31,No,Sunday,10000.0,14937.0,11836.0,14937.0
2020-06-01,No,Monday,11200.0,14945.0,11770.0,14945.0
2020-06-02,No,Tuesday,11000.0,14765.0,11700.0,14765.0
2020-06-03,No,Wednesday,11000.0,14747.0,12258.0,14747.0
2020-06-04,No,Thursday,11000.0,15053.0,12390.0,15053.0
2020-06-05,Yes,Friday,9000.0,15065.0,12511.0,15065.0
2020-06-06,No,Saturday,10800.0,15053.0,12613.0,15053.0
2020-06-07,No,Sunday,11500.0,15438.0,13234.0,15438.0
2020-06-08,No,Monday,11600.0,15316.0,12862.0,15316.0
2020-06-09,No,Tuesday,12000.0,15689.0,13066.0,15689.0
2020-06-10,No,Wednesday,12200.0,15223.0,12855.0,15223.0
2020-06-11,No,Thursday,12000.0,15314.0,13284.0,15314.0
2020-06-12,Yes,Friday,10500.0,14997.0,12889.0,14997.0
2020-06-13,No,Saturday,11000.0,15115.0,12970.0,15115.0
2020-06-14,No,Sunday,12000.0,14957.0,13275.0,14957.0
2020-06-15,No,Monday,12000.0,15025.0,13339.0,15025.0
2020-06-16,No,Tuesday,11800.0,14817.0,13352.0,14817.0
2020-06-17,No,Wednesday,11500.0,15023.0,13563.0,15023.0
2020-06-18,No,Thursday,10700.0,15025.0,13565.0,15025.0
2020-06-19,Yes,Friday,10000.0,15071.0,13636.0,15071.0
2020-06-20,No,Saturday,11000.0,15070.0,13585.0,15070.0
2020-06-21,No,Sunday,12000.0,14867.0,13413.0,14867.0
2020-06-22,No,Monday,11500.0,14865.0,13407.0,14865.0
2020-06-23,No,Tuesday,11700.0,14198.0,12719.0,14198.0
2020-06-24,No,Wednesday,12000.0,14790.0,12670.0,14790.0
2020-06-25,No,Thursday,12200.0,15285.0,13700.0,15285.0
2020-06-26,Yes,Friday,11000.0,14920.0,13437.0,14920.0
2020-06-27,No,Saturday,11000.0,15398.0,13685.0,15398.0
2020-06-28,No,Sunday,11600.0,15202.0,13625.0,15202.0
2020-06-29,No,Monday,11000.0,15232.0,13705.0,15232.0
2020-06-30,No,Tuesday,11200.0,15620.0,14038.0,15620.0
2020-07-01,No,Wednesday,11800.0,15383.0,13852.0,15383.0
2020-07-02,No,Thursday,12500.0,15206.0,13577.0,15206.0
2020-07-03,Yes,Friday,11500.0,15060.0,13545.0,15060.0
2020-07-04,No,Saturday,12000.0,15265.0,13553.0,15265.0
2020-07-05,No,Sunday,12000.0,15149.0,13466.0,15149.0
2020-07-06,No,Monday,11900.0,15275.0,13740.0,15275.0
2020-07-07,No,Tuesday,11500.0,15272.0,13739.0,15272.0
2020-07-08,No,Wednesday,12500.0,15221.0,13743.0,15221.0
2020-07-09,No,Thursday,12300.0,15103.0,13290.0,15103.0
2020-07-10,Yes,Friday,10500.0,15214.0,13752.0,15214.0
2020-07-11,No,Saturday,11500.0,14655.0,13222.0,14655.0
2020-07-12,No,Sunday,11800.0,15198.0,13602.0,15198.0
2020-07-13,No,Monday,11000.0,15235.0,13629.0,15235.0
2020-07-14,No,Tuesday,11500.0,14545.0,13148.0,14545.0
2020-07-15,No,Wednesday,11800.0,14979.0,13488.0,14979.0
2020-07-16,No,Thursday,12500.0,14868.0,13433.0,14868.0
2020-07-17,Yes,Friday,11000.0,14918.0,13409.0,14918.0
2020-07-18,No,Saturday,11800.0,14986.0,13682.0,14986.0
2020-07-19,No,Sunday,12400.0,14914.0,13643.0,14914.0
2020-07-20,No,Monday,11500.0,14537.0,13298.0,14537.0
2020-07-21,No,Tuesday,11000.0,14832.0,13603.0,14832.0
2020-07-22,No,Wednesday,11300.0,14569.0,13150.0,14569.0
2020-07-23,No,Thursday,11800.0,14563.0,13020.0,14563.0
2020-07-24,Yes,Friday,10800.0,14572.0,13375.0,14572.0
2020-07-25,No,Saturday,11600.0,14684.0,13487.0,14684.0
2020-07-26,No,Sunday,12500.0,14775.0,13599.0,14775.0
2020-07-27,No,Monday,12700.0,14942.0,13762.0,14942.0
2020-07-28,No,Tuesday,12000.0,14861.0,13684.0,14861.0
2020-07-29,No,Wednesday,11500.0,15001.0,13824.0,15001.0
2020-07-30,No,Thursday,11500.0,14795.0,13191.0,14795.0
2020-07-31,Yes,Friday,11000.0,14579.0,13268.0,14579.0
2020-08-01,No,Saturday,9500.0,15135.0,13790.0,15135.0
2020-08-02,No,Sunday,11000.0,14707.0,13354.0,14707.0
2020-08-03,No,Monday,11500.0,13324.0,11940.0,13324.0
2020-08-04,No,Tuesday,11400.0,14604.0,13095.0,14604.0
2020-08-05,No,Wednesday,11000.0,14582.0,13314.0,14582.0
2020-08-06,No,Thursday,11300.0,14508.0,13348.0,14508.0
2020-08-07,Yes,Friday,10800.0,14409.0,13254.0,14409.0
2020-08-08,No,Saturday,12000.0,14502.0,13347.0,14502.0
2020-08-09,No,Sunday,12400.0,14702.0,13589.0,14702.0
2020-08-10,No,Monday,12400.0,14829.0,13744.0,14829.0
2020-08-11,No,Tuesday,12500.0,14803.0,13808.0,14803.0
2020-08-12,No,Wednesday,12500.0,14794.0,13699.0,14794.0
2020-08-13,No,Thursday,12600.0,14914.0,13919.0,14914.0
2020-08-14,Yes,Friday,11900.0,15040.0,14050.0,15040.0
2020-08-15,Yes,Saturday,11500.0,14860.0,13827.0,14860.0
2020-08-16,No,Sunday,11900.0,14876.0,13903.0,14876.0
2020-08-17,No,Monday,11900.0,14887.0,13822.0,14887.0
2020-08-18,No,Tuesday,11900.0,14851.0,13698.0,14851.0
2020-08-19,No,Wednesday,12000.0,14632.0,13288.0,14632.0
2020-08-20,No,Thursday,12000.0,14452.0,13266.0,14452.0
2020-08-21,Yes,Friday,10500.0,14481.0,13190.0,14481.0
2020-08-22,No,Saturday,11500.0,14759.0,13118.0,14759.0
2020-08-23,No,Sunday,11800.0,14510.0,12790.0,14510.0
2020-08-24,No,Monday,11900.0,14576.0,13581.0,14576.0
2020-08-25,No,Tuesday,12500.0,14445.0,13480.0,14445.0
2020-08-26,No,Wednesday,12000.0,14264.0,13313.0,14264.0
2020-08-27,No,Thursday,11800.0,14009.0,13097.0,14009.0
2020-08-28,Yes,Friday,11000.0,13804.0,12822.0,13804.0
2020-08-29,No,Saturday,11500.0,14184.0,13142.0,14184.0
2020-08-30,No,Sunday,12200.0,14178.0,13201.0,14178.0
2020-08-31,No,Monday,12600.0,14478.0,13547.0,14478.0
2020-09-01,No,Tuesday,12200.0,14642.0,13743.0,14642.0
2020-09-02,No,Wednesday,12500.0,14508.0,13481.0,14508.0
2020-09-03,No,Thursday,12400.0,14722.0,13428.0,14722.0
2020-09-04,Yes,Friday,11800.0,14870.0,14013.0,14870.0
2020-09-05,No,Saturday,12500.0,14876.0,13939.0,14876.0
2020-09-06,No,Sunday,13000.0,14859.0,14022.0,14859.0
2020-09-07,No,Monday,12400.0,15171.0,14364.0,15171.0
2020-09-08,No,Tuesday,12000.0,15199.0,14390.0,15199.0
2020-09-09,No,Wednesday,13000.0,15249.0,14443.0,15249.0
2020-09-10,No,Thursday,12700.0,14870.0,13499.0,14870.0
2020-09-11,Yes,Friday,11500.0,14997.0,13847.0,14997.0
2020-09-12,No,Saturday,12000.0,15026.0,14235.0,15026.0
2020-09-13,No,Sunday,12700.0,15100.0,13985.0,15100.0
2020-09-14,No,Monday,12700.0,15189.0,14383.0,15189.0
2020-09-15,No,Tuesday,12500.0,15045.0,14230.0,15045.0
2020-09-16,No,Wednesday,12300.0,14484.0,13672.0,14484.0
2020-09-17,No,Thursday,12500.0,13758.0,12778.0,13758.0
2020-09-18,Yes,Friday,11500.0,14004.0,12486.0,14004.0
2020-09-19,No,Saturday,12000.0,13900.0,12860.0,13900.0
2020-09-20,No,Sunday,13000.0,14381.0,13304.0,14381.0
2020-09-21,No,Monday,12200.0,14346.0,13326.0,14346.0
2020-09-22,No,Tuesday,11900.0,14018.0,12963.0,14018.0
2020-09-23,No,Wednesday,11900.0,13971.0,13055.0,13971.0
2020-09-24,No,Thursday,11400.0,13620.0,12730.0,13620.0
2020-09-25,Yes,Friday,10500.0,14153.0,13287.0,14153.0
2020-09-26,No,Saturday,11000.0,14271.0,13305.0,14271.0
2020-09-27,No,Sunday,11500.0,14415.0,13509.0,14415.0
2020-09-28,No,Monday,11900.0,14458.0,13620.0,14458.0
2020-09-29,No,Tuesday,12500.0,13950.0,13000.0,13950.0
2020-09-30,No,Wednesday,12800.0,14541.0,13337.0,14541.0
2020-10-01,No,Thursday,12600.0,14405.0,13545.0,14405.0
2020-10-02,Yes,Friday,11500.0,13855.0,12996.0,13855.0
2020-10-03,No,Saturday,11800.0,13893.0,13052.0,13893.0
2020-10-05,No,Monday,12700.0,14573.0,13428.0,14573.0
2020-10-04,No,Sunday,12700.0,14068.0,13188.0,14068.0
2020-10-06,No,Tuesday,12400.0,14288.0,13446.0,14288.0
2020-10-07,No,Wednesday,12300.0,14201.0,13309.0,14201.0
2020-10-08,No,Thursday,12400.0,14513.0,13379.0,14513.0
2020-10-09,Yes,Friday,12000.0,14150.0,13105.0,14150.0
2020-10-10,No,Saturday,12500.0,14953.0,13979.0,14953.0
2020-10-11,No,Sunday,13000.0,14604.0,13640.0,14604.0
2020-10-12,No,Monday,13100.0,14997.0,14125.0,14997.0
2020-10-13,No,Tuesday,13100.0,15017.0,14145.0,15017.0
2020-10-14,No,Wednesday,13100.0,14722.0,13834.0,14722.0
2020-10-15,No,Thursday,13000.0,14569.0,13934.0,14569.0
2020-10-16,Yes,Friday,12000.0,14419.0,13597.0,14419.0
2020-10-17,No,Saturday,12500.0,14620.0,13712.0,14620.0
2020-10-18,No,Sunday,13000.0,14804.0,13862.0,14804.0
2020-10-19,No,Monday,12800.0,14726.0,13826.0,14726.0
2020-10-20,No,Tuesday,12800.0,14789.0,13861.0,14789.0
2020-10-21,No,Wednesday,12800.0,14849.0,13871.0,14849.0
2020-10-22,No,Thursday,11700.0,14534.0,13589.0,14534.0
2020-10-23,Yes,Friday,8800.0,14449.0,13291.0,14449.0
2020-10-24,No,Saturday,10500.0,14356.0,13209.0,14356.0
2020-10-25,No,Sunday,11200.0,14550.0,13692.0,14550.0
2020-10-26,No,Monday,11000.0,14658.0,13810.0,14658.0
2020-10-27,No,Tuesday,11700.0,15137.0,14012.0,15137.0
2020-10-28,No,Wednesday,11500.0,15043.0,13925.0,15043.0
2020-10-29,No,Thursday,11800.0,14942.0,13841.0,14942.0
2020-10-30,Yes,Friday,11300.0,14868.0,13787.0,14868.0
2020-10-31,No,Saturday,12000.0,14948.0,13867.0,14948.0
2020-11-01,No,Sunday,11900.0,14804.0,13881.0,14804.0
2020-11-02,No,Monday,11700.0,14659.0,13889.0,14659.0
2020-11-03,No,Tuesday,11800.0,14767.0,13948.0,14767.0
2020-11-04,No,Wednesday,11700.0,14697.0,13785.0,14697.0
2020-11-05,No,Thursday,10800.0,14497.0,13248.0,14497.0
2020-11-06,Yes,Friday,10300.0,14220.0,13084.0,14220.0
2020-11-07,No,Saturday,9200.0,13980.0,12585.0,13980.0
2020-11-08,No,Sunday,10200.0,14103.0,12931.0,14103.0
2020-11-09,No,Monday,10200.0,14164.0,12767.0,14164.0
2020-11-10,No,Tuesday,10400.0,13965.0,12666.0,13965.0
2020-11-11,No,Wednesday,10400.0,14783.0,13464.0,14783.0
2020-11-12,No,Thursday,10300.0,14582.0,13237.0,14582.0
2020-11-13,Yes,Friday,10000.0,14216.0,13030.0,14216.0
2020-11-14,No,Saturday,9800.0,14511.0,13178.0,14511.0
2020-11-15,No,Sunday,10300.0,14363.0,12936.0,14363.0
2020-11-16,No,Monday,10000.0,14496.0,13186.0,14496.0
2020-11-17,No,Tuesday,9800.0,14439.0,13128.0,14439.0
2020-11-18,No,Wednesday,10000.0,14139.0,12828.0,14139.0
2020-11-19,No,Thursday,9800.0,14422.0,13111.0,14422.0
2020-11-20,Yes,Friday,8500.0,13670.0,11940.0,13670.0
2020-11-21,No,Saturday,9500.0,14081.0,12448.0,14081.0
2020-11-22,No,Sunday,9600.0,14314.0,12984.0,14314.0
2020-11-23,No,Monday,9300.0,14336.0,13041.0,14336.0
2020-11-24,No,Tuesday,9200.0,13903.0,12603.0,13903.0
2020-11-25,No,Wednesday,9000.0,14096.0,12780.0,14096.0
2020-11-26,No,Thursday,9000.0,14142.0,12788.0,14142.0
2020-11-27,Yes,Friday,8000.0,14211.0,12807.0,14211.0
2020-11-28,No,Saturday,8800.0,14126.0,12936.0,14126.0
2020-11-29,No,Sunday,9200.0,14246.0,13121.0,14246.0
2020-11-30,No,Monday,9200.0,14474.0,13289.0,14474.0
2020-12-02,No,Wednesday,9200.0,14425.0,13072.0,14425.0
2020-12-01,No,Tuesday,9200.0,14533.0,13398.0,14533.0
2020-12-03,No,Thursday,9200.0,13524.0,12369.0,13524.0
2020-12-04,Yes,Friday,7800.0,13397.0,12307.0,13397.0
2020-12-05,No,Saturday,8800.0,13509.0,12431.0,13509.0
2020-12-06,No,Sunday,9200.0,13453.0,12155.0,13453.0
2020-12-07,No,Monday,9000.0,13791.0,12467.0,13791.0
2020-12-08,No,Tuesday,9000.0,13500.0,12240.0,13500.0
2020-12-09,No,Wednesday,9000.0,13683.0,12493.0,13683.0
2020-12-10,No,Thursday,8900.0,13630.0,12441.0,13630.0
2020-12-11,Yes,Friday,8000.0,13382.0,12001.0,13382.0
2020-12-12,No,Saturday,8500.0,13643.0,11744.0,13643.0
2020-12-13,No,Sunday,9200.0,13407.0,11751.0,13407.0
2020-12-14,No,Monday,9100.0,13483.0,11976.0,13483.0
2020-12-15,No,Tuesday,9000.0,13405.0,11586.0,13405.0
2020-12-16,No,Wednesday,8000.0,13495.0,12245.0,13495.0
2020-12-17,No,Thursday,8400.0,13510.0,12210.0,13510.0
2020-12-18,Yes,Friday,7800.0,13526.0,12234.0,13526.0
2020-12-19,No,Saturday,8500.0,13632.0,12396.0,13632.0
2020-12-20,No,Sunday,9000.0,13841.0,12532.0,13841.0
2020-12-21,No,Monday,8800.0,13481.0,12223.0,13481.0
2020-12-22,No,Tuesday,9000.0,12764.0,11429.0,12764.0
2020-12-23,No,Wednesday,9000.0,13091.0,11796.0,13091.0
2020-12-24,No,Thursday,8900.0,13152.0,11926.0,13152.0
2020-12-25,Yes,Friday,8100.0,13198.0,11935.0,13198.0
2020-12-26,No,Saturday,8800.0,13673.0,12469.0,13673.0
2020-12-27,No,Sunday,9000.0,13547.0,12302.0,13547.0
2020-12-28,No,Monday,9000.0,13586.0,12323.0,13586.0
2020-12-29,No,Tuesday,8900.0,13822.0,12382.0,13822.0
2020-12-30,No,Wednesday,9000.0,13053.0,11800.0,13053.0
2020-12-31,No,Thursday,9000.0,12866.0,11686.0,12866.0
2021-01-01,Yes,Friday,8000.0,12833.0,11483.0,12833.0
2022-01-03,No,Sunday,9000.0,12813.0,11556.0,12813.0
2021-01-02,No,Saturday,9000.0,12675.0,11285.0,12675.0
2021-01-04,No,Monday,9000.0,13529.0,12271.0,13529.0
2021-01-05,No,Tuesday,9200.0,13621.0,12245.0,13621.0
2021-01-06,No,Wednesday,9200.0,13194.0,12019.0,13194.0
2021-01-07,No,Thursday,9200.0,13150.0,11965.0,13150.0
2021-01-08,Yes,Friday,8400.0,13273.0,12057.0,13273.0
2021-01-09,No,Saturday,9100.0,13677.0,12413.0,13677.0
2021-01-10,No,Sunday,9500.0,13631.0,12459.0,13631.0
2021-01-11,No,Monday,9500.0,13464.0,12135.0,13464.0
2021-01-12,No,Tuesday,9500.0,13148.0,11836.0,13148.0
2021-01-13,No,Wednesday,9500.0,12836.0,11643.0,12836.0
2021-01-14,No,Thursday,9300.0,13004.0,11812.0,13004.0
2021-01-15,Yes,Friday,8600.0,13161.0,11899.0,13161.0
2021-01-16,No,Saturday,9200.0,13221.0,12003.0,13221.0
2021-01-17,No,Sunday,9500.0,13353.0,12170.0,13353.0
2021-01-18,No,Monday,9500.0,12797.0,11662.0,12797.0
2021-01-19,No,Tuesday,9400.0,13459.0,12323.0,13459.0
2021-01-20,No,Wednesday,9500.0,12946.0,11812.0,12946.0
2021-01-21,No,Thursday,9500.0,13051.0,11931.0,13051.0
2021-01-22,Yes,Friday,8000.0,12573.0,11336.0,12573.0
2021-01-23,No,Saturday,9500.0,11956.0,10819.0,11956.0
2021-01-24,No,Sunday,9700.0,11765.0,10644.0,11765.0
2021-01-25,No,Monday,9300.0,12048.0,10876.0,12048.0
2021-01-26,No,Tuesday,9500.0,12269.0,11051.0,12269.0
2021-01-27,No,Wednesday,9400.0,12498.0,11405.0,12498.0
2021-01-28,No,Thursday,9400.0,13155.0,11442.0,13155.0
2021-01-29,Yes,Friday,8400.0,13011.0,11771.0,13011.0
2021-01-30,No,Saturday,9300.0,13722.0,12248.0,13722.0
2021-01-31,No,Sunday,9300.0,13415.0,12156.0,13415.0
2021-02-01,No,Monday,9200.0,12962.0,11864.0,12962.0
2021-02-02,No,Tuesday,9300.0,12933.0,11761.0,12933.0
2021-02-03,No,Wednesday,9300.0,13211.0,12064.0,13211.0
2021-02-04,No,Thursday,9300.0,13069.0,11837.0,13069.0
2021-02-05,Yes,Friday,8200.0,13750.0,12430.0,13750.0
2021-02-06,No,Saturday,9300.0,13707.0,12413.0,13707.0
2021-02-07,No,Sunday,9300.0,13622.0,12398.0,13622.0
2021-02-08,No,Monday,9300.0,13425.0,12200.0,13425.0
2021-01-09,No,Saturday,9100.0,13677.0,12413.0,13677.0
2021-01-10,No,Sunday,9500.0,13631.0,12459.0,13631.0
2021-02-11,No,Thursday,9600.0,13897.0,12511.0,13897.0
2021-02-12,Yes,Friday,9000.0,14068.0,12575.0,14068.0
2021-02-13,No,Saturday,9300.0,14091.0,12679.0,14091.0
2021-02-14,No,Sunday,9600.0,14021.0,12806.0,14021.0
2021-02-15,No,Monday,9500.0,13360.0,12019.0,13360.0
2021-02-16,No,Tuesday,9600.0,13740.0,12768.0,13740.0
2021-02-17,No,Wednesday,9700.0,14144.0,13175.0,14144.0
2021-02-18,No,Thursday,9700.0,14125.0,13137.0,14125.0
2021-02-19,Yes,Friday,9000.0,13530.0,12405.0,13530.0
2021-02-20,No,Saturday,9100.0,13545.0,12584.0,13545.0
2021-02-21,No,Sunday,8700.0,13467.0,12190.0,13467.0
2021-02-22,No,Monday,9700.0,13837.0,12782.0,13837.0
2021-02-23,No,Tuesday,9700.0,14281.0,13060.0,14281.0
2021-02-24,No,Wednesday,10000.0,14149.0,12949.0,14149.0
2021-02-25,No,Thursday,9800.0,14145.0,13091.0,14145.0
2021-02-26,Yes,Friday,9200.0,14349.0,13135.0,14349.0
2021-02-27,No,Saturday,10100.0,14488.0,13229.0,14488.0
2021-02-28,No,Sunday,10800.0,14478.0,13360.0,14478.0
2021-03-01,No,Monday,10800.0,14240.0,13365.0,14240.0
2021-03-02,No,Tuesday,11200.0,13896.0,13029.0,13896.0
2021-03-03,No,Wednesday,11000.0,14330.0,13400.0,14330.0
2021-03-04,No,Thursday,10800.0,13951.0,13081.0,13951.0
2021-03-05,Yes,Friday,9600.0,14581.0,13714.0,14581.0
2021-03-06,No,Saturday,11000.0,15350.0,14410.0,15350.0
2021-03-07,No,Sunday,11400.0,16180.0,15180.0,16180.0
2021-03-08,No,Monday,11400.0,15905.0,14910.0,15905.0
2021-03-09,No,Tuesday,11200.0,15283.0,14263.0,15283.0
2021-03-10,No,Wednesday,11400.0,14911.0,13887.0,14911.0
2021-03-11,No,Thursday,11200.0,14811.0,13738.0,14811.0
2021-03-12,Yes,Friday,10900.0,15147.0,14224.0,15147.0
2021-03-13,No,Saturday,11800.0,15445.0,14305.0,15445.0
2021-03-14,No,Sunday,11800.0,15521.0,14421.0,15521.0
2021-03-15,No,Monday,11400.0,15439.0,14389.0,15439.0
2021-03-16,No,Tuesday,11600.0,15593.0,14629.0,15593.0
2021-03-17,No,Wednesday,11200.0,15367.0,14463.0,15367.0
2021-03-18,No,Thursday,11800.0,15655.0,14625.0,15655.0
2021-03-19,Yes,Friday,11000.0,15605.0,14460.0,15605.0
2021-03-20,No,Saturday,11300.0,15689.0,14649.0,15689.0
2021-03-21,No,Sunday,12500.0,15629.0,14744.0,15629.0
2021-03-22,No,Monday,12800.0,15253.0,14293.0,15253.0
2021-03-23,No,Tuesday,12800.0,15203.0,14308.0,15203.0
2021-03-24,No,Wednesday,12800.0,15114.0,14219.0,15114.0
2021-03-25,No,Thursday,12800.0,15061.0,14129.0,15061.0
2021-03-26,Yes,Friday,12200.0,15385.0,14478.0,15385.0
2021-03-27,No,Saturday,12400.0,15935.0,15163.0,15935.0
2021-03-28,No,Sunday,13000.0,15725.0,14823.0,15725.0
2021-03-29,No,Monday,12800.0,16054.0,15332.0,16054.0
2021-03-30,No,Tuesday,11500.0,15938.0,15281.0,15938.0
2021-03-31,No,Wednesday,12900.0,15619.0,14940.0,15619.0
2021-04-01,No,Thursday,13000.0,16287.0,15265.0,16287.0
2021-04-02,Yes,Friday,12500.0,15662.0,14766.0,15662.0
2021-04-03,No,Saturday,12800.0,15846.0,14768.0,15846.0
2021-04-04,No,Sunday,13200.0,15995.0,15138.0,15995.0
2021-04-05,No,Monday,12800.0,15995.0,15318.0,15995.0
2021-04-06,No,Tuesday,12000.0,16000.0,15315.0,16000.0
2021-04-07,No,Wednesday,12700.0,15373.0,14669.0,15373.0
2021-04-08,No,Thursday,12900.0,15688.0,14883.0,15688.0
2021-04-09,Yes,Friday,12200.0,15293.0,14401.0,15293.0
2021-04-10,No,Saturday,12800.0,15072.0,14129.0,15072.0
2021-04-11,No,Sunday,13100.0,14996.0,14257.0,14996.0
2021-04-12,No,Monday,13100.0,15175.0,14430.0,15175.0
2021-04-13,No,Tuesday,13300.0,15354.0,14598.0,15354.0
2021-04-14,Yes,Wednesday,13200.0,15498.0,14755.0,15498.0
2021-04-15,No,Thursday,13200.0,15434.0,14691.0,15434.0
2021-04-16,Yes,Friday,12200.0,15459.0,14376.0,15459.0
2021-04-17,No,Saturday,13000.0,15995.0,15075.0,15995.0
2021-04-18,No,Sunday,12000.0,15834.0,15009.0,15834.0
2021-04-19,No,Monday,12900.0,16041.0,14846.0,16041.0
2021-04-20,No,Tuesday,13300.0,15739.0,14926.0,15739.0
2021-04-21,No,Wednesday,13500.0,15595.0,14746.0,15595.0
2021-04-22,No,Thursday,13000.0,15545.0,14495.0,15545.0
2021-04-23,Yes,Friday,12900.0,15546.0,14726.0,15546.0
2021-04-24,No,Saturday,13300.0,15828.0,15039.0,15828.0
2021-04-25,No,Sunday,13400.0,15687.0,14978.0,15687.0
2021-04-26,No,Monday,13700.0,15425.0,14358.0,15425.0
2021-04-27,No,Tuesday,13950.0,15300.0,14370.0,15300.0
2021-04-28,No,Wednesday,14100.0,15398.0,14469.0,15398.0
2021-04-29,No,Thursday,13500.0,16101.0,14922.0,16101.0
2021-04-30,Yes,Friday,13300.0,15821.0,14867.0,15821.0
2021-05-01,No,Saturday,11800.0,15732.0,14867.0,15732.0
2021-05-02,No,Sunday,13700.0,15965.0,15070.0,15965.0
2021-05-03,No,Monday,13200.0,16086.0,14975.0,16086.0
2021-05-04,No,Tuesday,13000.0,15616.0,14667.0,15616.0
2021-05-05,No,Wednesday,13000.0,15462.0,14624.0,15462.0
2021-05-06,No,Thursday,12200.0,15467.0,14669.0,15467.0
2021-05-07,Yes,Friday,11800.0,15418.0,14256.0,15418.0
2021-05-08,No,Saturday,12000.0,15773.0,14855.0,15773.0
2021-05-09,No,Sunday,13000.0,15780.0,15002.0,15780.0
2021-05-10,No,Monday,11800.0,15724.0,14829.0,15724.0
2021-05-11,No,Tuesday,11000.0,15748.0,14985.0,15748.0
2021-05-12,No,Wednesday,11000.0,15766.0,14545.0,15766.0
2021-05-13,No,Thursday,10700.0,15761.0,14914.0,15761.0
2021-05-14,Yes,Friday,10500.0,15720.0,14741.0,15720.0
2021-05-15,No,Saturday,11000.0,14686.0,13777.0,14686.0
2021-05-16,No,Sunday,11200.0,15285.0,14275.0,15285.0
2021-05-17,No,Monday,11600.0,15350.0,14400.0,15350.0
2021-05-18,No,Tuesday,13000.0,15278.0,14358.0,15278.0
2021-05-19,No,Wednesday,12500.0,15161.0,14305.0,15161.0
2021-05-20,No,Thursday,13200.0,15717.0,14800.0,15717.0
2021-05-21,Yes,Friday,12300.0,15504.0,14458.0,15504.0
2021-05-22,No,Saturday,13000.0,15750.0,14470.0,15750.0
2021-05-23,No,Sunday,14500.0,15861.0,14923.0,15861.0
2021-05-24,No,Monday,14500.0,15881.0,14986.0,15881.0
2021-05-25,No,Tuesday,11800.0,16053.0,14986.0,16053.0
2021-05-26,No,Wednesday,11500.0,15623.0,14392.0,15623.0
2021-05-27,No,Thursday,12500.0,15225.0,14045.0,15225.0
2021-05-28,Yes,Friday,11500.0,14956.0,14138.0,14956.0
2021-05-29,No,Saturday,13000.0,15133.0,14268.0,15133.0
2021-05-30,No,Sunday,13700.0,14571.0,13758.0,14571.0
2021-05-31,No,Monday,13200.0,14397.0,13446.0,14397.0
2021-06-01,No,Tuesday,12200.0,14261.0,13585.0,14261.0
2021-06-02,No,Wednesday,13000.0,14766.0,13960.0,14766.0
2021-06-03,No,Thursday,13800.0,15283.0,14339.0,15283.0
