Report_Date,Day_ProbPeakGen(MW),Evening_ProbPeakGen(MW),ProbMaxDemand(MW),ProbMaxGen(MW),tempmax,tempmin,temp,feelslike,humidity
2021-03-28,14823,15725,13000,15725,35.0,25.0,30.3,31.6,52.5
2021-03-27,15163,15935,12400,15935,35.0,26.0,30.1,31.2,53.4
2021-03-26,14478,15385,12200,15385,36.0,26.0,30.4,32.3,56.3
2021-03-25,14129,15061,12800,15061,36.0,27.0,31.0,33.8,56.9
2021-03-24,14219,15114,12800,15114,34.0,28.0,30.4,32.7,57.6
2021-03-23,14308,15203,12800,15203,34.0,25.0,29.8,31.1,56.7
2021-03-22,14293,15253,12800,15253,35.0,26.0,29.8,31.4,56.5
2021-03-21,14744,15629,12500,15629,35.0,24.0,29.2,30.9,60.6
2021-03-20,14649,15689,11300,15689,34.0,24.0,29.1,30.8,59.3
2021-03-19,14460,15605,11000,15605,32.0,26.0,28.7,30.2,60.0
2021-03-18,14625,15655,11800,15655,34.0,25.0,28.7,29.5,57.0
2021-03-17,14463,15367,11200,15367,32.0,23.0,27.5,28.1,58.7
2021-03-16,14629,15593,11600,15593,33.0,23.0,28.0,29.4,62.0
2021-03-15,14389,15439,11400,15439,32.0,23.0,27.8,28.1,56.0
2021-03-14,14421,15521,11800,15521,31.0,23.0,26.8,27.1,62.9
2021-03-13,14305,15445,11800,15445,33.0,25.0,28.0,29.9,69.1
2021-03-12,14224,15147,10900,15147,33.0,25.0,29.0,31.5,65.9
2021-03-11,13738,14811,11200,14811,32.0,24.0,27.7,29.4,68.4
2021-03-10,13887,14911,11400,14911,31.0,24.0,27.5,28.8,66.7
2021-03-09,14263,15283,11200,15283,31.0,26.0,27.7,28.9,64.7
2021-03-08,14910,15905,11400,15905,31.0,24.0,27.9,29.9,70.8
2021-03-07,15180,16180,11400,16180,31.0,23.0,27.3,28.3,66.6
2021-03-06,14410,15350,11000,15350,33.0,22.0,27.4,29.2,65.7
2021-03-05,13714,14581,9600,14581,32.0,22.0,26.8,27.5,63.1
2021-03-04,13081,13951,10800,13951,32.0,22.0,26.2,26.5,60.4
2021-03-03,13400,14330,11000,14330,32.0,22.0,27.5,28.3,58.4
2021-03-02,13029,13896,11200,13896,31.0,23.0,27.1,27.5,62.2
2021-03-01,13365,14240,10800,14240,33.0,23.9,27.6,28.8,66.9
2021-02-28,13360,14478,10800,14478,33.2,22.7,27.5,28.4,64.4
2021-02-27,13229,14488,10100,14488,32.0,22.0,26.3,26.5,60.3
2021-02-26,13135,14349,9200,14349,31.0,21.0,25.8,26.1,63.8
2021-02-25,13091,14145,9800,14145,31.2,20.4,25.0,25.1,63.1
2021-02-24,12949,14149,10000,14149,30.1,19.0,23.9,24.0,63.3
2021-02-23,13060,14281,9700,14281,29.6,17.0,23.0,23.1,61.1
2021-02-22,12782,13837,9700,13837,29.6,20.0,24.0,23.9,60.0
2021-02-21,12190,13467,8700,13467,31.0,19.0,24.5,24.4,63.5
2021-02-20,12584,13545,9100,13545,27.0,19.0,23.7,23.7,67.6
2021-02-19,12405,13530,9000,13530,28.0,19.0,24.1,24.3,65.2
2021-02-18,13137,14125,9700,14125,26.0,19.0,22.7,22.7,69.2
2021-02-17,13175,14144,9700,14144,27.0,19.0,22.9,22.9,66.5
2021-02-16,12768,13740,9600,13740,27.0,19.0,23.0,23.1,71.8
2021-02-15,12019,13360,9500,13360,27.0,18.0,23.1,23.2,69.0
2021-02-14,12806,14021,9600,14021,28.0,17.1,21.8,21.7,64.0
2021-02-13,12679,14091,9300,14091,27.0,18.0,22.3,22.4,67.8
2021-02-12,12575,14068,9000,14068,26.0,18.4,22.6,22.6,68.1
2021-02-11,12511,13897,9600,13897,26.0,17.0,22.8,22.8,66.1
2021-02-08,12200,13425,9300,13425,26.0,16.0,20.7,20.7,65.1
2021-02-07,12398,13622,9300,13622,26.0,18.0,21.3,21.3,67.4
2021-02-06,12413,13707,9300,13707,28.0,17.0,22.4,22.5,66.5
2021-02-05,12430,13750,8200,13750,28.5,17.0,22.8,22.9,67.3
2021-02-04,11837,13069,9300,13069,26.0,16.0,20.9,20.9,66.0
2021-02-03,12064,13211,9300,13211,26.1,14.0,19.7,19.7,64.4
2021-02-02,11761,12933,9300,12933,24.1,15.0,18.6,18.6,73.9
2021-02-01,11864,12962,9200,12962,22.0,12.0,17.0,17.0,78.3
2021-01-31,12156,13415,9300,13415,25.0,14.0,19.7,19.7,67.5
2021-01-30,12248,13722,9300,13722,25.0,16.0,20.8,20.8,68.2
2021-01-29,11771,13011,8400,13011,25.0,15.0,19.3,19.3,78.5
2021-01-28,11442,13155,9400,13155,24.0,14.0,19.1,19.1,78.1
2021-01-27,11405,12498,9400,12498,24.0,14.0,19.0,19.0,75.6
2021-01-26,11051,12269,9500,12269,25.1,17.0,20.2,20.2,74.0
2021-01-25,10876,12048,9300,12048,25.0,13.5,20.0,20.0,76.4
2021-01-24,10644,11765,9700,11765,24.0,15.0,18.9,18.9,85.1
2021-01-23,10819,11956,9500,11956,24.0,14.0,18.9,18.9,84.0
2021-01-22,11336,12573,8000,12573,24.1,15.0,19.4,19.4,80.8
2021-01-21,11931,13051,9500,13051,25.1,16.5,19.8,19.8,80.7
2021-01-20,11812,12946,9500,12946,23.1,17.0,20.5,20.5,82.9
2021-01-19,12323,13459,9400,13459,24.0,16.0,19.4,19.4,84.2
2021-01-18,11662,12797,9500,12797,24.0,13.8,18.7,18.7,82.1
2021-01-17,12170,13353,9500,13353,24.0,14.0,19.0,19.0,78.8
2021-01-16,12003,13221,9200,13221,27.0,14.3,19.5,19.5,70.8
2021-01-15,11899,13161,8600,13161,26.0,14.1,19.6,19.6,65.4
2021-01-14,11812,13004,9300,13004,24.2,16.0,19.7,19.7,65.6
2021-01-13,11643,12836,9500,12836,24.0,16.5,20.4,20.4,66.8
2021-01-12,11836,13148,9500,13148,26.0,18.0,22.0,22.0,72.1
2021-01-11,12135,13464,9500,13464,27.7,19.1,23.1,23.2,74.9
2021-01-10,12459,13631,9500,13631,27.6,17.8,22.2,22.3,71.0
2021-01-10,12459,13631,9500,13631,27.6,17.8,22.2,22.3,71.0
2021-01-09,12413,13677,9100,13677,27.1,19.5,22.3,22.3,73.2
2021-01-09,12413,13677,9100,13677,27.1,19.5,22.3,22.3,73.2
2021-01-08,12057,13273,8400,13273,29.0,18.1,23.4,23.5,66.2
2021-01-07,11965,13150,9200,13150,28.4,18.5,22.7,22.7,68.8
2021-01-06,12019,13194,9200,13194,28.9,16.5,22.5,22.5,67.5
2021-01-05,12245,13621,9200,13621,28.0,15.5,21.4,21.4,70.1
2021-01-04,12271,13529,9000,13529,27.6,15.4,20.6,20.6,71.7
2021-01-02,11285,12675,9000,12675,25.4,15.5,20.1,20.1,66.6
2021-01-01,11483,12833,8000,12833,26.5,14.7,19.9,19.9,70.0
2020-12-31,11686,12866,9000,12866,26.1,16.0,20.7,20.7,66.7
2020-12-30,11800,13053,9000,13053,26.0,16.0,20.6,20.6,67.5
2020-12-29,12382,13822,8900,13822,25.0,15.4,20.5,20.5,64.9
2020-12-28,12323,13586,9000,13586,24.6,14.0,19.3,19.3,69.4
2020-12-27,12302,13547,9000,13547,24.2,14.0,19.2,19.2,69.0
2020-12-26,12469,13673,8800,13673,26.0,15.8,20.5,20.5,66.7
2020-12-25,11935,13198,8100,13198,25.7,15.9,19.7,19.7,71.4
2020-12-24,11926,13152,8900,13152,26.1,15.4,20.6,20.6,70.5
2020-12-23,11796,13091,9000,13091,24.7,14.4,19.7,19.7,76.3
2020-12-22,11429,12764,9000,12764,24.2,13.4,18.8,18.8,76.7
2020-12-21,12223,13481,8800,13481,24.5,14.0,19.2,19.2,78.0
2020-12-20,12532,13841,9000,13841,24.0,15.0,19.4,19.4,73.1
2020-12-19,12396,13632,8500,13632,24.2,16.3,20.3,20.3,62.4
2020-12-18,12234,13526,7800,13526,25.0,17.4,20.9,20.9,69.6
2020-12-17,12210,13510,8400,13510,24.9,17.0,20.8,20.8,74.4
2020-12-16,12245,13495,8000,13495,26.6,17.9,21.3,21.3,77.4
2020-12-15,11586,13405,9000,13405,25.0,17.2,21.1,21.1,79.2
2020-12-14,11976,13483,9100,13483,26.0,17.9,22.4,22.4,73.9
2020-12-13,11751,13407,9200,13407,24.8,17.2,21.3,21.3,82.8
2020-12-12,11744,13643,8500,13643,24.0,17.5,20.3,20.3,81.8
2020-12-11,12001,13382,8000,13382,22.0,17.0,19.6,19.6,84.4
2020-12-10,12441,13630,8900,13630,24.0,17.8,20.2,20.2,84.3
2020-12-09,12493,13683,9000,13683,23.0,18.0,20.5,20.5,91.2
2020-12-08,12240,13500,9000,13500,27.0,19.4,22.6,22.8,84.4
2020-12-07,12467,13791,9000,13791,27.6,19.5,23.2,23.4,81.7
2020-12-06,12155,13453,9200,13453,28.0,20.0,24.2,24.7,77.4
2020-12-05,12431,13509,8800,13509,27.1,18.0,22.9,23.2,77.4
2020-12-04,12307,13397,7800,13397,29.0,19.4,24.8,25.0,65.9
2020-12-03,12369,13524,9200,13524,27.4,18.7,23.0,23.0,74.6
2020-12-02,13072,14425,9200,14425,28.1,18.9,23.4,23.6,73.2
2020-12-01,13398,14533,9200,14533,28.9,18.9,23.8,23.9,70.1
2020-11-30,13289,14474,9200,14474,29.0,20.0,24.2,24.5,67.6
2020-11-29,13121,14246,9200,14246,30.0,21.0,24.5,24.8,67.7
2020-11-28,12936,14126,8800,14126,28.7,19.7,23.4,23.6,71.2
2020-11-27,12807,14211,8000,14211,28.0,18.5,23.5,23.6,71.9
2020-11-26,12788,14142,9000,14142,27.0,18.7,23.6,23.7,69.9
2020-11-25,12780,14096,9000,14096,28.0,17.7,23.5,23.7,70.0
2020-11-24,12603,13903,9200,13903,28.0,17.2,23.0,23.1,71.7
2020-11-23,13041,14336,9300,14336,27.1,18.5,22.5,22.6,67.9
2020-11-22,12984,14314,9600,14314,27.4,21.3,23.6,23.7,70.7
2020-11-21,12448,14081,9500,14081,27.2,22.1,24.3,24.4,84.0
2020-11-20,11940,13670,8500,13670,29.1,22.0,24.8,25.1,78.0
2020-11-19,13111,14422,9800,14422,30.1,21.9,26.0,26.4,67.9
2020-11-18,12828,14139,10000,14139,29.4,20.5,25.1,25.1,68.0
2020-11-17,13128,14439,9800,14439,31.0,23.0,26.6,27.2,67.7
2020-11-16,13186,14496,10000,14496,31.0,21.3,26.5,27.1,64.6
2020-11-15,12936,14363,10300,14363,32.0,22.5,27.0,27.5,61.0
2020-11-14,13178,14511,9800,14511,32.0,23.3,28.4,29.4,59.5
2020-11-13,13030,14216,10000,14216,32.4,22.9,27.4,28.2,65.1
2020-11-12,13237,14582,10300,14582,32.1,22.2,27.4,28.2,63.3
2020-11-11,13464,14783,10400,14783,32.9,22.3,27.1,27.6,62.7
2020-11-10,12666,13965,10400,13965,32.6,22.1,27.2,28.0,63.1
2020-11-09,12767,14164,10200,14164,31.7,21.2,26.9,28.1,68.7
2020-11-08,12931,14103,10200,14103,31.7,20.5,25.7,26.4,70.1
2020-11-07,12585,13980,9200,13980,30.4,20.1,25.7,25.9,68.5
2020-11-06,13084,14220,10300,14220,30.5,19.4,25.7,26.0,64.6
2020-11-05,13248,14497,10800,14497,31.1,21.5,27.2,28.4,65.7
2020-11-04,13785,14697,11700,14697,32.0,24.8,28.2,30.2,68.5
2020-11-03,13948,14767,11800,14767,31.0,25.5,28.3,31.1,73.3
2020-11-02,13889,14659,11700,14659,30.5,24.6,27.5,29.8,76.6
2020-11-01,13881,14804,11900,14804,30.2,25.0,27.1,29.1,79.1
2020-10-31,13867,14948,12000,14948,30.4,25.4,28.2,31.1,72.2
2020-10-30,13787,14868,11300,14868,34.2,26.0,29.6,32.8,68.1
2020-10-29,13841,14942,11800,14942,33.7,25.0,29.0,32.0,68.8
2020-10-28,13925,15043,11500,15043,32.7,26.0,28.6,31.8,71.1
2020-10-27,14012,15137,11700,15137,32.0,25.2,28.5,31.0,69.8
2020-10-26,13810,14658,11000,14658,31.6,24.6,28.4,30.9,69.9
2020-10-25,13692,14550,11200,14550,32.0,25.3,28.5,31.2,73.4
2020-10-24,13209,14356,10500,14356,28.0,25.0,26.7,28.5,83.9
2020-10-23,13291,14449,8800,14449,27.0,24.3,25.4,25.5,92.4
2020-10-22,13589,14534,11700,14534,29.0,24.7,26.5,28.3,86.5
2020-10-21,13871,14849,12800,14849,33.0,26.5,28.5,32.7,78.1
2020-10-20,13861,14789,12800,14789,34.0,27.8,29.9,34.7,71.7
2020-10-19,13826,14726,12800,14726,32.5,27.0,29.2,34.3,76.1
2020-10-18,13862,14804,13000,14804,32.6,27.0,29.1,33.6,73.7
2020-10-17,13712,14620,12500,14620,34.7,27.2,30.4,34.2,64.2
2020-10-16,13597,14419,12000,14419,34.2,27.4,30.4,35.7,70.2
2020-10-15,13934,14569,13000,14569,33.4,26.3,29.5,34.2,74.9
2020-10-14,13834,14722,13100,14722,33.1,26.5,29.2,34.1,76.2
2020-10-13,14145,15017,13100,15017,32.6,27.2,29.8,35.3,74.7
2020-10-12,14125,14997,13100,14997,31.3,27.3,29.5,35.9,79.7
2020-10-11,13640,14604,13000,14604,33.9,28.0,30.4,37.0,73.7
2020-10-10,13979,14953,12500,14953,34.4,27.8,30.2,35.7,72.1
2020-10-09,13105,14150,12000,14150,33.9,27.0,30.1,35.4,72.5
2020-10-08,13379,14513,12400,14513,32.5,26.6,29.0,33.8,77.5
2020-10-07,13309,14201,12300,14201,32.4,27.6,29.4,34.6,75.5
2020-10-06,13446,14288,12400,14288,31.2,26.9,28.9,33.3,74.9
2020-10-05,13428,14573,12700,14573,31.6,27.1,29.0,34.1,77.0
2020-10-04,13188,14068,12700,14068,32.1,26.0,29.3,33.9,75.5
2020-10-03,13052,13893,11800,13893,31.9,27.0,29.0,34.3,78.3
2020-10-02,12996,13855,11500,13855,32.1,27.0,28.9,33.4,76.8
2020-10-01,13545,14405,12600,14405,31.5,27.6,29.4,35.1,77.5
2020-09-30,13337,14541,12800,14541,34.0,27.3,30.2,36.1,73.6
2020-09-29,13000,13950,12500,13950,32.4,27.1,29.4,34.7,75.5
2020-09-28,13620,14458,11900,14458,33.3,26.4,29.8,34.7,72.8
2020-09-27,13509,14415,11500,14415,30.1,27.3,28.8,33.6,77.1
2020-09-26,13305,14271,11000,14271,31.1,27.0,28.5,33.5,81.8
2020-09-25,13287,14153,10500,14153,30.0,27.6,28.7,33.7,79.5
2020-09-24,12730,13620,11400,13620,30.0,26.4,28.2,32.4,81.3
2020-09-23,13055,13971,11900,13971,30.5,27.0,28.4,32.9,78.6
2020-09-22,12963,14018,11900,14018,31.0,27.9,28.7,33.9,79.7
2020-09-21,13326,14346,12200,14346,31.1,26.0,28.9,33.5,76.5
2020-09-20,13304,14381,13000,14381,34.1,26.0,30.6,36.4,71.4
2020-09-19,12860,13900,12000,13900,34.9,27.8,31.0,36.3,68.1
2020-09-18,12486,14004,11500,14004,31.8,26.9,28.6,33.5,80.0
2020-09-17,12778,13758,12500,13758,33.2,28.0,30.0,35.9,73.8
2020-09-16,13672,14484,12300,14484,32.7,28.0,30.1,35.8,72.4
2020-09-15,14230,15045,12500,15045,33.0,27.8,29.9,36.1,76.0
2020-09-14,14383,15189,12700,15189,32.2,27.0,29.2,34.6,77.2
2020-09-13,13985,15100,12700,15100,32.8,27.8,29.6,35.8,77.7
2020-09-12,14235,15026,12000,15026,33.6,26.0,29.8,36.1,78.2
2020-09-11,13847,14997,11500,14997,31.4,27.9,29.3,35.1,78.3
2020-09-10,13499,14870,12700,14870,30.5,28.0,28.9,34.5,80.1
2020-09-09,14443,15249,13000,15249,31.9,27.6,28.9,33.8,76.8
2020-09-08,14390,15199,12000,15199,33.0,27.0,29.5,35.4,77.1
2020-09-07,14364,15171,12400,15171,32.0,28.0,29.6,35.0,74.9
2020-09-06,14022,14859,13000,14859,33.7,28.7,31.0,36.5,67.2
2020-09-05,13939,14876,12500,14876,34.1,29.2,31.4,38.0,68.3
2020-09-04,14013,14870,11800,14870,35.0,28.5,31.2,38.2,70.2
2020-09-03,13428,14722,12400,14722,34.1,27.4,30.0,34.9,70.2
2020-09-02,13481,14508,12500,14508,34.0,27.0,29.9,34.4,70.8
2020-09-01,13743,14642,12200,14642,30.3,26.8,28.5,33.6,80.9
2020-08-31,13547,14478,12600,14478,32.5,28.7,30.7,37.8,74.0
2020-08-30,13201,14178,12200,14178,33.7,28.0,30.5,36.6,72.7
2020-08-29,13142,14184,11500,14184,31.0,27.0,29.1,34.7,79.5
2020-08-28,12822,13804,11000,13804,32.0,27.9,29.0,33.2,72.2
2020-08-27,13097,14009,11800,14009,33.0,27.6,29.5,35.3,77.0
2020-08-26,13313,14264,12000,14264,31.0,27.0,29.1,33.1,71.0
2020-08-25,13480,14445,12500,14445,32.8,26.8,29.2,34.2,76.4
2020-08-24,13581,14576,11900,14576,33.1,27.0,30.5,36.3,71.3
2020-08-23,12790,14510,11800,14510,32.0,26.5,29.4,35.5,81.0
2020-08-22,13118,14759,11500,14759,29.0,26.0,27.0,29.5,90.0
2020-08-21,13190,14481,10500,14481,30.0,26.0,27.4,30.8,86.2
2020-08-20,13266,14452,12000,14452,28.0,26.4,27.0,30.1,85.7
2020-08-19,13288,14632,12000,14632,31.0,27.4,29.1,34.2,76.8
2020-08-18,13698,14851,11900,14851,30.3,27.1,29.0,34.4,79.7
2020-08-17,13822,14887,11900,14887,31.0,26.0,28.3,31.7,76.4
2020-08-16,13903,14876,11900,14876,30.0,26.6,27.9,32.6,85.6
2020-08-15,13827,14860,11500,14860,31.0,27.1,28.9,34.9,82.0
2020-08-14,14050,15040,11900,15040,34.0,28.0,30.7,37.4,73.2
2020-08-13,13919,14914,12600,14914,34.0,27.6,30.4,36.6,73.1
2020-08-12,13699,14794,12500,14794,31.6,29.1,30.1,36.7,75.5
2020-08-11,13808,14803,12500,14803,33.4,28.0,30.4,37.7,75.7
2020-08-10,13744,14829,12400,14829,33.5,28.0,30.4,37.3,75.7
2020-08-09,13589,14702,12400,14702,33.0,28.0,30.0,35.8,73.8
2020-08-08,13347,14502,12000,14502,35.0,28.4,31.0,37.7,71.3
2020-08-07,13254,14409,10800,14409,32.4,28.0,29.9,36.9,78.9
2020-08-06,13348,14508,11300,14508,34.0,27.9,29.9,36.5,77.5
2020-08-05,13314,14582,11000,14582,32.8,27.6,29.8,35.9,76.4
2020-08-04,13095,14604,11400,14604,30.9,28.0,29.4,35.6,78.9
2020-08-03,11940,13324,11500,13324,35.9,27.7,30.7,37.5,73.9
2020-08-02,13354,14707,11000,14707,34.0,28.0,30.5,38.4,77.4
2020-08-01,13790,15135,9500,15135,33.5,28.0,30.1,36.7,75.8
2020-07-31,13268,14579,11000,14579,34.1,28.4,30.1,36.0,73.0
2020-07-30,13191,14795,11500,14795,34.0,27.6,30.7,37.2,73.0
2020-07-29,13824,15001,11500,15001,32.0,25.9,28.0,32.5,88.0
2020-07-28,13684,14861,12000,14861,32.0,27.4,29.4,35.8,79.9
2020-07-27,13762,14942,12700,14942,32.9,28.9,30.6,38.8,77.2
2020-07-26,13599,14775,12500,14775,35.0,28.5,31.8,39.0,68.8
2020-07-25,13487,14684,11600,14684,33.0,27.0,30.1,35.5,73.0
2020-07-24,13375,14572,10800,14572,31.1,27.8,28.7,33.9,80.2
2020-07-23,13020,14563,11800,14563,30.4,27.0,28.6,33.2,77.9
2020-07-22,13150,14569,11300,14569,31.0,26.0,27.5,30.9,87.8
2020-07-21,13603,14832,11000,14832,28.0,25.9,27.0,30.2,90.9
2020-07-20,13298,14537,11500,14537,29.3,26.0,26.9,29.6,87.1
2020-07-19,13643,14914,12400,14914,33.0,28.6,30.4,36.0,70.4
2020-07-18,13682,14986,11800,14986,33.1,28.1,30.2,36.6,75.2
2020-07-17,13409,14918,11000,14918,33.0,27.5,30.0,36.0,74.2
2020-07-16,13433,14868,12500,14868,34.0,27.0,29.9,34.0,66.9
2020-07-15,13488,14979,11800,14979,32.0,27.1,29.7,34.9,73.2
2020-07-14,13148,14545,11500,14545,31.0,27.0,29.0,34.9,80.9
2020-07-13,13629,15235,11000,15235,32.2,26.4,29.1,34.7,80.9
2020-07-12,13602,15198,11800,15198,30.8,26.5,28.1,33.5,88.6
2020-07-11,13222,14655,11500,14655,32.0,27.0,29.1,35.5,83.4
2020-07-10,13752,15214,10500,15214,32.4,27.0,29.8,36.2,77.5
2020-07-09,13290,15103,12300,15103,32.4,28.0,29.5,35.6,77.2
2020-07-08,13743,15221,12500,15221,33.5,27.9,30.4,36.3,72.2
2020-07-07,13739,15272,11500,15272,32.2,27.9,29.5,36.1,79.6
2020-07-06,13740,15275,11900,15275,31.0,27.0,29.0,34.1,78.3
2020-07-05,13466,15149,12000,15149,32.0,26.0,28.7,33.9,81.4
2020-07-04,13553,15265,12000,15265,32.3,27.0,29.6,35.2,75.0
2020-07-03,13545,15060,11500,15060,33.8,28.0,30.9,37.2,69.9
2020-07-02,13577,15206,12500,15206,36.0,28.0,31.5,37.5,66.3
2020-07-01,13852,15383,11800,15383,36.0,28.0,31.7,38.3,68.5
2020-06-30,14038,15620,11200,15620,32.6,27.5,29.3,34.7,76.2
2020-06-29,13705,15232,11000,15232,34.0,27.0,29.9,35.4,73.6
2020-06-28,13625,15202,11600,15202,32.0,26.0,28.6,33.2,80.5
2020-06-27,13685,15398,11000,15398,33.0,28.8,30.4,37.1,74.2
2020-06-26,13437,14920,11000,14920,32.3,28.7,30.3,36.6,72.7
2020-06-25,13700,15285,12200,15285,35.0,28.6,31.4,38.2,69.1
2020-06-24,12670,14790,12000,14790,34.1,29.0,31.0,37.2,69.4
2020-06-23,12719,14198,11700,14198,33.0,28.0,30.7,37.4,71.9
2020-06-22,13407,14865,11500,14865,32.0,27.4,29.6,35.0,75.5
2020-06-21,13413,14867,12000,14867,30.4,27.6,29.1,34.5,77.6
2020-06-20,13585,15070,11000,15070,32.6,27.0,29.8,35.2,74.2
2020-06-19,13636,15071,10000,15071,30.0,26.0,28.3,32.8,82.4
2020-06-18,13565,15025,10700,15025,31.0,26.8,28.4,33.8,84.2
2020-06-17,13563,15023,11500,15023,28.7,26.7,27.3,31.5,88.8
2020-06-16,13352,14817,11800,14817,35.0,27.0,30.4,36.4,71.3
2020-06-15,13339,15025,12000,15025,34.0,28.0,30.4,35.6,68.9
2020-06-14,13275,14957,12000,14957,32.2,27.0,29.2,34.3,76.3
2020-06-13,12970,15115,11000,15115,29.0,26.0,27.8,31.9,83.6
2020-06-12,12889,14997,10500,14997,32.0,27.0,29.0,33.6,75.8
2020-06-11,13284,15314,12000,15314,29.2,27.0,28.0,32.4,82.3
2020-06-10,12855,15223,12200,15223,33.0,26.0,29.5,34.1,74.2
2020-06-09,13066,15689,12000,15689,35.1,27.2,30.2,34.4,66.1
2020-06-08,12862,15316,11600,15316,31.8,26.0,28.9,33.4,76.7
2020-06-07,13234,15438,11500,15438,36.0,26.0,30.4,35.2,71.4
2020-06-06,12613,15053,10800,15053,32.7,25.6,28.8,34.0,80.3
2020-06-05,12511,15065,9000,15065,32.5,24.0,28.3,32.0,78.2
2020-06-04,12390,15053,11000,15053,33.7,24.0,27.6,30.8,81.3
2020-06-03,12258,14747,11000,14747,32.7,26.0,28.9,33.2,75.8
2020-06-02,11700,14765,11000,14765,34.4,25.0,29.5,33.2,70.9
