Report Date,Zone,Generation(MW)
2023-06-19,Rajshahi,3888
2023-06-19,Dhaka,42
2023-06-19,Chattogram,1965
2023-06-19,Cumilla,3232
2023-06-19,Mymensing,455
2023-06-19,Sylhet,3405
2023-06-19,Khulna,4592
2023-06-19,Barishal,1362
2023-06-18,Mymensing,452
2023-06-18,Rajshahi,3927
2023-06-18,Chattogram,2083
2023-06-18,Sylhet,3110
2023-06-18,Rangpur,964
2023-06-18,Cumilla,3402
2023-06-18,Barishal,1255
2023-06-18,Khulna,4711
2023-06-18,Dhaka,41
2023-06-17,Rangpur,964
2023-06-17,Rajshahi,3903
2023-06-17,Barishal,1255
2023-06-17,Dhaka,40
2023-06-17,Khulna,4727
2023-06-17,Chattogram,2116
2023-06-17,Cumilla,3172
2023-06-17,Mymensing,451
2023-06-17,Sylhet,3300
2023-06-16,Sylhet,3148
2023-06-16,Cumilla,3083
2023-06-16,Chattogram,2283
2023-06-16,Dhaka,39
2023-06-16,Mymensing,448
2023-06-16,Rajshahi,3922
2023-06-16,Rangpur,964
2023-06-16,Khulna,4623
2023-06-16,Barishal,1257
2023-06-15,Barishal,1247
2023-06-15,Chattogram,2313
2023-06-15,Dhaka,38
2023-06-15,Rajshahi,4000
2023-06-15,Cumilla,3339
2023-06-15,Khulna,4596
2023-06-15,Rangpur,1040
2023-06-15,Sylhet,2566
2023-06-15,Mymensing,472
2023-06-14,Dhaka,37
2023-06-14,Barishal,1456
2023-06-14,Khulna,4426
2023-06-14,Rajshahi,3803
2023-06-14,Chattogram,2315
2023-06-14,Sylhet,3318
2023-06-14,Cumilla,3415
2023-06-14,Mymensing,472
2023-06-14,Rangpur,1040
2023-06-13,Cumilla,3816
2023-06-13,Mymensing,507
2023-06-13,Chattogram,2350
2023-06-13,Rangpur,1018
2023-06-13,Rajshahi,4422
2023-06-13,Barishal,1440
2023-06-13,Khulna,4216
2023-06-13,Sylhet,3296
2023-06-13,Dhaka,36
2023-06-12,Mymensing,507
2023-06-12,Rajshahi,4442
2023-06-12,Dhaka,35
2023-06-12,Rangpur,1025
2023-06-12,Chattogram,2285
2023-06-12,Cumilla,3308
2023-06-12,Barishal,1440
2023-06-12,Khulna,4283
2023-06-12,Sylhet,3363
2023-06-11,Cumilla,3438
2023-06-11,Dhaka,34
2023-06-11,Chattogram,2241
2023-06-11,Mymensing,507
2023-06-11,Sylhet,3043
2023-06-11,Khulna,4331
2023-06-11,Barishal,1440
2023-06-11,Rajshahi,4394
2023-06-11,Rangpur,1025
2023-06-10,Rajshahi,4394
2023-06-10,Rangpur,1042
2023-06-10,Cumilla,3760
2023-06-10,Barishal,1459
2023-06-10,Sylhet,2978
2023-06-10,Mymensing,502
2023-06-10,Khulna,4325
2023-06-10,Chattogram,2400
2023-06-10,Dhaka,33
2023-06-09,Barishal,1307
2023-06-09,Cumilla,3866
2023-06-09,Rangpur,1043
2023-06-09,Dhaka,32
2023-06-09,Rajshahi,4441
2023-06-09,Khulna,4568
2023-06-09,Sylhet,3226
2023-06-09,Chattogram,2388
2023-06-09,Mymensing,476
2023-06-08,Cumilla,3799
2023-06-08,Rangpur,1043
2023-06-08,Chattogram,2931
2023-06-08,Dhaka,31
2023-06-08,Rajshahi,3761
2023-06-08,Barishal,1116
2023-06-08,Khulna,4499
2023-06-08,Sylhet,3222
2023-06-08,Mymensing,476
2023-06-07,Sylhet,3256
2023-06-07,Khulna,4379
2023-06-07,Mymensing,476
2023-06-07,Cumilla,3795
2023-06-07,Dhaka,30
2023-06-07,Barishal,1276
2023-06-07,Chattogram,2919
2023-06-07,Rangpur,1032
2023-06-07,Rajshahi,3675
2023-06-06,Mymensing,498
2023-06-06,Khulna,4301
2023-06-06,Dhaka,29
2023-06-06,Sylhet,3239
2023-06-06,Cumilla,3376
2023-06-06,Chattogram,2879
2023-06-06,Rangpur,1112
2023-06-06,Rajshahi,3437
2023-06-06,Barishal,976
2023-06-05,Rangpur,871
2023-06-05,Rajshahi,3568
2023-06-05,Barishal,1127
2023-06-05,Khulna,4042
2023-06-05,Sylhet,3245
2023-06-05,Cumilla,3293
2023-06-05,Chattogram,2855
2023-06-05,Mymensing,511
2023-06-05,Dhaka,28
2023-06-04,Khulna,3441
2023-06-04,Mymensing,513
2023-06-04,Rangpur,937
2023-06-04,Rajshahi,3768
2023-06-04,Dhaka,27
2023-06-04,Chattogram,2295
2023-06-04,Barishal,2141
2023-06-04,Cumilla,3567
2023-06-04,Sylhet,3567
2023-06-03,Dhaka,26
2023-06-03,Barishal,2141
2023-06-03,Cumilla,3404
2023-06-03,Rajshahi,3725
2023-06-03,Chattogram,2278
2023-06-03,Khulna,3657
2023-06-03,Sylhet,3567
2023-06-03,Mymensing,513
2023-06-03,Rangpur,1017
2023-06-02,Dhaka,25
2023-06-02,Chattogram,2247
2023-06-02,Rajshahi,4027
2023-06-02,Sylhet,3529
2023-06-02,Barishal,1819
2023-06-02,Cumilla,3501
2023-06-02,Rangpur,1031
2023-06-02,Khulna,3557
2023-06-02,Mymensing,512
2023-06-01,Rangpur,1054
2023-06-01,Rajshahi,3998
2023-06-01,Barishal,2151
2023-06-01,Khulna,3634
2023-06-01,Sylhet,3513
2023-06-01,Mymensing,548
2023-06-01,Cumilla,3524
2023-06-01,Chattogram,2291
2023-06-01,Dhaka,24
2023-05-31,Rangpur,1086
2023-05-31,Chattogram,2349
2023-05-31,Cumilla,3675
2023-05-31,Mymensing,508
2023-05-31,Sylhet,3542
2023-05-31,Dhaka,54
2023-05-31,Khulna,3917
2023-05-31,Barishal,2151
2023-05-31,Rajshahi,3627
2023-05-30,Dhaka,53
2023-05-30,Rajshahi,3736
2023-05-30,Mymensing,508
2023-05-30,Sylhet,3471
2023-05-30,Khulna,3647
2023-05-30,Barishal,2260
2023-05-30,Rangpur,1087
2023-05-30,Cumilla,3661
2023-05-30,Chattogram,2348
2023-05-29,Sylhet,3588
2023-05-29,Rajshahi,3528
2023-05-29,Barishal,2030
2023-05-29,Khulna,3634
2023-05-29,Mymensing,496
2023-05-29,Cumilla,3633
2023-05-29,Chattogram,2329
2023-05-29,Dhaka,52
2023-05-29,Rangpur,1087
2023-05-28,Cumilla,3429
2023-05-28,Khulna,3526
2023-05-28,Dhaka,51
2023-05-28,Chattogram,2315
2023-05-28,Mymensing,491
2023-05-28,Sylhet,3588
2023-05-28,Rajshahi,3260
2023-05-28,Barishal,2272
2023-05-28,Rangpur,1217
2023-05-27,Chattogram,2396
2023-05-27,Rajshahi,3663
2023-05-27,Dhaka,50
2023-05-27,Cumilla,3266
2023-05-27,Mymensing,561
2023-05-27,Sylhet,2985
2023-05-27,Khulna,3606
2023-05-27,Barishal,1608
2023-05-27,Rangpur,1014
2023-05-26,Khulna,3909
2023-05-26,Rangpur,1145
2023-05-26,Sylhet,2935
2023-05-26,Barishal,2347
2023-05-26,Dhaka,49
2023-05-26,Chattogram,3264
2023-05-26,Cumilla,3480
2023-05-26,Mymensing,505
2023-05-26,Rajshahi,3682
2023-05-25,Rangpur,1151
2023-05-25,Rajshahi,3789
2023-05-25,Cumilla,3505
2023-05-25,Khulna,4039
2023-05-25,Barishal,2337
2023-05-25,Chattogram,2441
2023-05-25,Dhaka,48
2023-05-25,Mymensing,498
2023-05-25,Sylhet,2855
2023-05-24,Dhaka,47
2023-05-24,Chattogram,2430
2023-05-24,Cumilla,3037
2023-05-24,Mymensing,498
2023-05-24,Rangpur,1151
2023-05-24,Sylhet,3045
2023-05-24,Khulna,3857
2023-05-24,Barishal,2837
2023-05-24,Rajshahi,3662
2023-05-23,Barishal,3581
2023-05-23,Sylhet,3299
2023-05-23,Mymensing,498
2023-05-23,Cumilla,3224
2023-05-23,Chattogram,2269
2023-05-23,Khulna,3925
2023-05-23,Rangpur,1133
2023-05-23,Rajshahi,3441
2023-05-23,Dhaka,46
2023-05-22,Cumilla,3325
2023-05-22,Mymensing,501
2023-05-22,Sylhet,3125
2023-05-22,Khulna,3150
2023-05-22,Barishal,3242
2023-05-22,Dhaka,45
2023-05-22,Chattogram,2191
2023-05-22,Rangpur,1133
2023-05-22,Rajshahi,3243
2023-05-21,Rangpur,1150
2023-05-21,Rajshahi,3358
2023-05-21,Barishal,3436
2023-05-21,Khulna,3256
2023-05-21,Sylhet,3051
2023-05-21,Mymensing,481
2023-05-21,Cumilla,3296
2023-05-21,Chattogram,1996
2023-05-21,Dhaka,44
2023-05-20,Dhaka,43
2023-05-20,Chattogram,2016
2023-05-20,Rangpur,1209
2023-05-20,Rajshahi,3032
2023-05-20,Barishal,2824
2023-05-20,Khulna,3234
2023-05-20,Sylhet,3017
2023-05-20,Mymensing,493
2023-05-20,Cumilla,3156
2023-05-19,Khulna,3246
2023-05-19,Sylhet,3021
2023-05-19,Mymensing,491
2023-05-19,Cumilla,3149
2023-05-19,Chattogram,2058
2023-05-19,Dhaka,42
2023-05-19,Rajshahi,3117
2023-05-19,Rangpur,1209
2023-05-19,Barishal,2744
2023-05-18,Rangpur,1209
2023-05-18,Rajshahi,1977
2023-05-18,Cumilla,2864
2023-05-18,Chattogram,1959
2023-05-18,Mymensing,500
2023-05-18,Dhaka,41
2023-05-18,Sylhet,3293
2023-05-18,Khulna,3240
2023-05-18,Barishal,3288
2023-05-16,Khulna,2045
2023-05-16,Barishal,3693
2023-05-16,Mymensing,565
2023-05-16,Cumilla,2736
2023-05-16,Chattogram,1917
2023-05-16,Rajshahi,2980
2023-05-16,Rangpur,1072
2023-05-16,Sylhet,3310
2023-05-16,Dhaka,39
2023-05-15,Mymensing,548
2023-05-15,Cumilla,2802
2023-05-15,Sylhet,3316
2023-05-15,Dhaka,38
2023-05-15,Chattogram,1626
2023-05-15,Khulna,2606
2023-05-15,Rajshahi,2976
2023-05-15,Barishal,3693
2023-05-15,Rangpur,1072
2023-05-14,Dhaka,37
2023-05-14,Chattogram,1567
2023-05-14,Khulna,2642
2023-05-14,Sylhet,3298
2023-05-14,Mymensing,503
2023-05-14,Barishal,3675
2023-05-14,Rajshahi,2972
2023-05-14,Cumilla,3265
2023-05-14,Rangpur,1072
2023-05-13,Rangpur,1072
2023-05-13,Rajshahi,3032
2023-05-13,Barishal,3675
2023-05-13,Mymensing,526
2023-05-13,Cumilla,3221
2023-05-13,Chattogram,1531
2023-05-13,Dhaka,36
2023-05-13,Sylhet,3293
2023-05-13,Khulna,2642
2023-05-12,Rangpur,1052
2023-05-12,Rajshahi,3802
2023-05-12,Barishal,2939
2023-05-12,Khulna,2664
2023-05-12,Sylhet,3308
2023-05-12,Mymensing,529
2023-05-12,Cumilla,3466
2023-05-12,Chattogram,2300
2023-05-12,Dhaka,35
2023-05-11,Rangpur,1132
2023-05-11,Dhaka,34
2023-05-11,Mymensing,507
2023-05-11,Sylhet,3308
2023-05-11,Khulna,2712
2023-05-11,Barishal,3196
2023-05-11,Rajshahi,3715
2023-05-11,Cumilla,3540
2023-05-11,Chattogram,2272
2023-05-10,Chattogram,2478
2023-05-10,Mymensing,526
2023-05-10,Sylhet,3348
2023-05-10,Khulna,2657
2023-05-10,Barishal,3150
2023-05-10,Rajshahi,3551
2023-05-10,Rangpur,1132
2023-05-10,Dhaka,33
2023-05-10,Cumilla,3481
2023-05-08,Rangpur,1115
2023-05-08,Mymensing,526
2023-05-08,Sylhet,3348
2023-05-08,Khulna,2838
2023-05-08,Cumilla,3268
2023-05-08,Barishal,3181
2023-05-08,Rajshahi,3298
2023-05-08,Chattogram,2423
2023-05-08,Dhaka,31
2023-05-07,Cumilla,3325
2023-05-07,Dhaka,30
2023-05-07,Rangpur,1136
2023-05-07,Rajshahi,3298
2023-05-07,Barishal,3181
2023-05-07,Khulna,2803
2023-05-07,Sylhet,3340
2023-05-07,Mymensing,742
2023-05-07,Chattogram,2136
2023-05-06,Chattogram,2167
2023-05-06,Rangpur,1136
2023-05-06,Dhaka,29
2023-05-06,Cumilla,3639
2023-05-06,Mymensing,764
2023-05-06,Sylhet,3349
2023-05-06,Khulna,2815
2023-05-06,Barishal,3176
2023-05-06,Rajshahi,3348
2023-05-05,Chattogram,2137
2023-05-05,Cumilla,3406
2023-05-05,Mymensing,762
2023-05-05,Khulna,2781
2023-05-05,Barishal,3186
2023-05-05,Rajshahi,3315
2023-05-05,Rangpur,1136
2023-05-05,Dhaka,28
2023-05-05,Sylhet,3349
2023-05-04,Rajshahi,2718
2023-05-04,Dhaka,27
2023-05-04,Chattogram,2496
2023-05-04,Barishal,3189
2023-05-04,Rangpur,1116
2023-05-04,Cumilla,3497
2023-05-04,Mymensing,774
2023-05-04,Sylhet,3297
2023-05-04,Khulna,2762
2023-05-03,Khulna,2758
2023-05-03,Chattogram,2508
2023-05-03,Sylhet,3315
2023-05-03,Mymensing,792
2023-05-03,Cumilla,3237
2023-05-03,Dhaka,26
2023-05-03,Rangpur,1083
2023-05-03,Rajshahi,2706
2023-05-03,Barishal,3189
2023-05-02,Chattogram,2639
2023-05-02,Dhaka,25
2023-05-02,Rangpur,1006
2023-05-02,Rajshahi,3186
2023-05-02,Barishal,3109
2023-05-02,Khulna,2877
2023-05-02,Sylhet,3341
2023-05-02,Mymensing,764
2023-05-02,Cumilla,3633
2023-05-01,Mymensing,729
2023-05-01,Rangpur,986
2023-05-01,Barishal,3109
2023-05-01,Khulna,2518
2023-05-01,Sylhet,3123
2023-05-01,Cumilla,3322
2023-05-01,Chattogram,2710
2023-05-01,Dhaka,24
2023-05-01,Rajshahi,3186
2023-04-30,Chattogram,2681
2023-04-30,Rajshahi,3470
2023-04-30,Barishal,3125
2023-04-30,Khulna,2769
2023-04-30,Sylhet,3128
2023-04-30,Mymensing,781
2023-04-30,Cumilla,3685
2023-04-30,Rangpur,606
2023-04-30,Dhaka,53
2023-04-29,Khulna,2793
2023-04-29,Sylhet,3121
2023-04-29,Barishal,2587
2023-04-29,Cumilla,3599
2023-04-29,Chattogram,2629
2023-04-29,Dhaka,52
2023-04-29,Mymensing,955
2023-04-29,Rajshahi,3614
2023-04-29,Rangpur,676
2023-04-28,Chattogram,2810
2023-04-28,Cumilla,3347
2023-04-28,Rangpur,1127
2023-04-28,Rajshahi,3388
2023-04-28,Barishal,2417
2023-04-28,Khulna,2161
2023-04-28,Sylhet,2610
2023-04-28,Dhaka,51
2023-04-28,Mymensing,955
2023-04-27,Dhaka,50
2023-04-27,Cumilla,3476
2023-04-27,Rangpur,1127
2023-04-27,Rajshahi,3768
2023-04-27,Barishal,2417
2023-04-27,Khulna,3213
2023-04-27,Mymensing,1026
2023-04-27,Sylhet,3290
2023-04-27,Chattogram,2811
2023-04-26,Rajshahi,3565
2023-04-26,Mymensing,1070
2023-04-26,Sylhet,3291
2023-04-26,Rangpur,1045
2023-04-26,Barishal,2593
2023-04-26,Khulna,3036
2023-04-26,Cumilla,3303
2023-04-26,Dhaka,49
2023-04-26,Chattogram,2968
2023-04-25,Rajshahi,3515
2023-04-25,Rangpur,945
2023-04-25,Sylhet,3210
2023-04-25,Mymensing,1105
2023-04-25,Cumilla,3901
2023-04-25,Chattogram,2685
2023-04-25,Dhaka,48
2023-04-25,Khulna,3128
2023-04-25,Barishal,2593
2023-04-24,Rajshahi,3375
2023-04-24,Khulna,3037
2023-04-24,Chattogram,2660
2023-04-24,Cumilla,3795
2023-04-24,Dhaka,47
2023-04-24,Mymensing,1105
2023-04-24,Rangpur,1045
2023-04-24,Sylhet,2852
2023-04-24,Barishal,2593
2023-04-23,Sylhet,2872
2023-04-23,Khulna,3197
2023-04-23,Barishal,2593
2023-04-23,Rajshahi,3375
2023-04-23,Rangpur,1025
2023-04-23,Dhaka,46
2023-04-23,Cumilla,3846
2023-04-23,Chattogram,2627
2023-04-23,Mymensing,1085
2023-04-22,Mymensing,1065
2023-04-22,Chattogram,2744
2023-04-22,Rangpur,925
2023-04-22,Rajshahi,3815
2023-04-22,Barishal,2443
2023-04-22,Khulna,3409
2023-04-22,Sylhet,2776
2023-04-22,Dhaka,45
2023-04-22,Cumilla,3886
2023-04-21,Khulna,3671
2023-04-21,Chattogram,2774
2023-04-21,Cumilla,3611
2023-04-21,Mymensing,1072
2023-04-21,Sylhet,3290
2023-04-21,Rangpur,965
2023-04-21,Dhaka,44
2023-04-21,Barishal,3087
2023-04-21,Rajshahi,3957
2023-04-20,Mymensing,760
2023-04-20,Dhaka,43
2023-04-20,Chattogram,2744
2023-04-20,Cumilla,3613
2023-04-20,Rajshahi,3685
2023-04-20,Sylhet,3521
2023-04-20,Khulna,3677
2023-04-20,Barishal,3181
2023-04-20,Rangpur,1029
2023-04-19,Sylhet,3527
2023-04-19,Rajshahi,3869
2023-04-19,Barishal,3181
2023-04-19,Khulna,3644
2023-04-19,Rangpur,789
2023-04-19,Mymensing,766
2023-04-19,Cumilla,3501
2023-04-19,Chattogram,2600
2023-04-19,Dhaka,42
2023-04-18,Sylhet,3306
2023-04-18,Khulna,2931
2023-04-18,Barishal,3182
2023-04-18,Rajshahi,3880
2023-04-18,Rangpur,911
2023-04-18,Mymensing,793
2023-04-18,Cumilla,3519
2023-04-18,Dhaka,41
2023-04-18,Chattogram,2621
2023-04-17,Chattogram,2331
2023-04-17,Dhaka,40
2023-04-17,Mymensing,801
2023-04-17,Rangpur,811
2023-04-17,Rajshahi,3512
2023-04-17,Khulna,3039
2023-04-17,Sylhet,3108
2023-04-17,Barishal,3178
2023-04-17,Cumilla,3434
2023-04-16,Khulna,2891
2023-04-16,Barishal,3177
2023-04-16,Sylhet,3210
2023-04-16,Rajshahi,3477
2023-04-16,Dhaka,39
2023-04-16,Chattogram,2137
2023-04-16,Rangpur,865
2023-04-16,Mymensing,810
2023-04-16,Cumilla,3314
2023-04-15,Khulna,2800
2023-04-15,Chattogram,2275
2023-04-15,Cumilla,3489
2023-04-15,Mymensing,809
2023-04-15,Sylhet,3285
2023-04-15,Rajshahi,3494
2023-04-15,Barishal,3174
2023-04-15,Rangpur,867
2023-04-15,Dhaka,38
2023-04-14,Khulna,3774
2023-04-14,Chattogram,2211
2023-04-14,Rangpur,867
2023-04-14,Rajshahi,3260
2023-04-14,Barishal,3130
2023-04-14,Sylhet,3175
2023-04-14,Mymensing,809
2023-04-14,Dhaka,37
2023-04-14,Cumilla,4051
2023-04-13,Barishal,3036
2023-04-13,Chattogram,2157
2023-04-13,Rajshahi,3182
2023-04-13,Rangpur,867
2023-04-13,Cumilla,3792
2023-04-13,Khulna,3736
2023-04-13,Sylhet,3229
2023-04-13,Mymensing,778
2023-04-13,Dhaka,36
2023-04-12,Chattogram,2112
2023-04-12,Rangpur,879
2023-04-12,Rajshahi,3204
2023-04-12,Barishal,3069
2023-04-12,Khulna,3699
2023-04-12,Mymensing,734
2023-04-12,Cumilla,3665
2023-04-12,Sylhet,3209
2023-04-12,Dhaka,35
2023-04-11,Rangpur,937
2023-04-11,Rajshahi,3183
2023-04-11,Barishal,2779
2023-04-11,Khulna,3782
2023-04-11,Mymensing,771
2023-04-11,Cumilla,3579
2023-04-11,Chattogram,2143
2023-04-11,Dhaka,34
2023-04-11,Sylhet,3230
2023-04-10,Sylhet,3254
2023-04-10,Rangpur,820
2023-04-10,Dhaka,33
2023-04-10,Chattogram,2158
2023-04-10,Cumilla,3651
2023-04-10,Mymensing,795
2023-04-10,Khulna,3792
2023-04-10,Barishal,2614
2023-04-10,Rajshahi,3194
2023-04-09,Dhaka,32
2023-04-09,Rangpur,846
2023-04-09,Barishal,2514
2023-04-09,Khulna,3631
2023-04-09,Sylhet,3254
2023-04-09,Mymensing,795
2023-04-09,Cumilla,3566
2023-04-09,Chattogram,2172
2023-04-09,Rajshahi,3270
2023-04-08,Cumilla,3531
2023-04-08,Chattogram,2000
2023-04-08,Rajshahi,3270
2023-04-08,Mymensing,813
2023-04-08,Sylhet,3260
2023-04-08,Khulna,3586
2023-04-08,Barishal,2484
2023-04-08,Dhaka,31
2023-04-08,Rangpur,846
2023-04-07,Rangpur,821
2023-04-07,Khulna,3640
2023-04-07,Barishal,2252
2023-04-07,Dhaka,30
2023-04-07,Rajshahi,3122
2023-04-07,Chattogram,1993
2023-04-07,Cumilla,3653
2023-04-07,Mymensing,816
2023-04-07,Sylhet,3410
2023-04-06,Chattogram,1994
2023-04-06,Rangpur,871
2023-04-06,Rajshahi,3181
2023-04-06,Barishal,2217
2023-04-06,Khulna,3804
2023-04-06,Sylhet,3524
2023-04-06,Mymensing,817
2023-04-06,Cumilla,3629
2023-04-06,Dhaka,29
2023-04-05,Cumilla,3548
2023-04-05,Rangpur,836
2023-04-05,Rajshahi,3141
2023-04-05,Barishal,2611
2023-04-05,Khulna,3634
2023-04-05,Sylhet,3526
2023-04-05,Mymensing,806
2023-04-05,Dhaka,28
2023-04-05,Chattogram,2037
2023-04-04,Mymensing,784
2023-04-04,Chattogram,1982
2023-04-04,Dhaka,27
2023-04-04,Rangpur,836
2023-04-04,Rajshahi,3050
2023-04-04,Barishal,2611
2023-04-04,Khulna,3646
2023-04-04,Sylhet,3476
2023-04-04,Cumilla,3454
2023-04-03,Cumilla,3411
2023-04-03,Rangpur,836
2023-04-03,Rajshahi,2950
2023-04-03,Barishal,2911
2023-04-03,Khulna,2902
2023-04-03,Sylhet,3507
2023-04-03,Mymensing,798
2023-04-03,Dhaka,26
2023-04-03,Chattogram,2056
2023-04-01,Rangpur,803
2023-04-01,Chattogram,2282
2023-04-01,Cumilla,3484
2023-04-01,Mymensing,756
2023-04-01,Sylhet,3396
2023-04-01,Khulna,3042
2023-04-01,Barishal,2774
2023-04-01,Dhaka,24
2023-04-01,Rajshahi,3392
2023-03-31,Chattogram,2352
2023-03-31,Dhaka,54
2023-03-31,Cumilla,3576
2023-03-31,Mymensing,750
2023-03-31,Sylhet,3440
2023-03-31,Khulna,3020
2023-03-31,Barishal,2950
2023-03-31,Rajshahi,3365
2023-03-31,Rangpur,821
2023-03-30,Khulna,2876
2023-03-30,Barishal,2780
2023-03-30,Dhaka,53
2023-03-30,Rangpur,821
2023-03-30,Chattogram,2352
2023-03-30,Cumilla,3557
2023-03-30,Mymensing,789
2023-03-30,Sylhet,3440
2023-03-30,Rajshahi,3335
2023-03-29,Chattogram,2007
2023-03-29,Cumilla,3169
2023-03-29,Mymensing,789
2023-03-29,Sylhet,3086
2023-03-29,Dhaka,52
2023-03-29,Rangpur,778
2023-03-29,Khulna,3568
2023-03-29,Barishal,2732
2023-03-29,Rajshahi,3038
2023-03-28,Rangpur,783
2023-03-28,Rajshahi,3061
2023-03-28,Barishal,2402
2023-03-28,Chattogram,2044
2023-03-28,Dhaka,51
2023-03-28,Khulna,3606
2023-03-28,Mymensing,818
2023-03-28,Cumilla,3316
2023-03-28,Sylhet,3065
2023-03-27,Rangpur,837
2023-03-27,Cumilla,3419
2023-03-27,Rajshahi,3121
2023-03-27,Barishal,2332
2023-03-27,Khulna,3576
2023-03-27,Sylhet,3082
2023-03-27,Mymensing,841
2023-03-27,Dhaka,50
2023-03-27,Chattogram,2036
2023-03-26,Cumilla,3436
2023-03-26,Dhaka,49
2023-03-26,Mymensing,841
2023-03-26,Sylhet,3052
2023-03-26,Khulna,3554
2023-03-26,Rangpur,837
2023-03-26,Rajshahi,3051
2023-03-26,Barishal,2333
2023-03-26,Chattogram,2252
2023-03-25,Rangpur,799
2023-03-25,Rajshahi,3110
2023-03-25,Barishal,2337
2023-03-25,Khulna,2742
2023-03-25,Sylhet,3052
2023-03-25,Mymensing,762
2023-03-25,Cumilla,3932
2023-03-25,Chattogram,2206
2023-03-25,Dhaka,48
2023-03-24,Rangpur,799
2023-03-24,Barishal,2237
2023-03-24,Dhaka,47
2023-03-24,Chattogram,2249
2023-03-24,Cumilla,3434
2023-03-24,Mymensing,715
2023-03-24,Khulna,3802
2023-03-24,Sylhet,3064
2023-03-24,Rajshahi,3110
2023-03-23,Sylhet,3043
2023-03-23,Mymensing,698
2023-03-23,Cumilla,3297
2023-03-23,Khulna,3432
2023-03-23,Barishal,2390
2023-03-23,Dhaka,46
2023-03-23,Rajshahi,3357
2023-03-23,Chattogram,2179
2023-03-23,Rangpur,799
2023-03-22,Rajshahi,3389
2023-03-22,Dhaka,45
2023-03-22,Barishal,2337
2023-03-22,Chattogram,2342
2023-03-22,Khulna,2792
2023-03-22,Sylhet,3032
2023-03-22,Mymensing,759
2023-03-22,Cumilla,3211
2023-03-22,Rangpur,756
2023-03-21,Barishal,3270
2023-03-21,Khulna,3070
2023-03-21,Sylhet,3130
2023-03-21,Mymensing,770
2023-03-21,Dhaka,44
2023-03-21,Chattogram,2388
2023-03-21,Cumilla,3267
2023-03-21,Rangpur,756
2023-03-21,Rajshahi,3085
2023-03-20,Rajshahi,2337
2023-03-20,Rangpur,816
2023-03-20,Barishal,3115
2023-03-20,Dhaka,43
2023-03-20,Khulna,3025
2023-03-20,Sylhet,3206
2023-03-20,Mymensing,744
2023-03-20,Cumilla,3279
2023-03-20,Chattogram,2305
2023-03-19,Rangpur,816
2023-03-19,Chattogram,2305
2023-03-19,Cumilla,2989
2023-03-19,Mymensing,693
2023-03-19,Dhaka,42
2023-03-19,Sylhet,3326
2023-03-19,Barishal,3115
2023-03-19,Khulna,3067
2023-03-19,Rajshahi,2337
2023-03-18,Cumilla,3062
2023-03-18,Mymensing,670
2023-03-18,Dhaka,41
2023-03-18,Chattogram,2333
2023-03-18,Rangpur,795
2023-03-18,Sylhet,3332
2023-03-18,Khulna,2682
2023-03-18,Barishal,3080
2023-03-18,Rajshahi,1460
2023-03-17,Chattogram,2366
2023-03-17,Dhaka,40
2023-03-17,Cumilla,3091
2023-03-17,Mymensing,693
2023-03-17,Barishal,3080
2023-03-17,Rajshahi,1695
2023-03-17,Rangpur,802
2023-03-17,Sylhet,3332
2023-03-17,Khulna,2682
2023-03-15,Barishal,2736
2023-03-15,Rajshahi,2085
2023-03-15,Khulna,3160
2023-03-15,Sylhet,3034
2023-03-15,Mymensing,683
2023-03-15,Cumilla,3044
2023-03-15,Chattogram,2330
2023-03-15,Dhaka,38
2023-03-15,Rangpur,845
2023-03-14,Cumilla,3177
2023-03-14,Dhaka,37
2023-03-14,Barishal,2736
2023-03-14,Rajshahi,2076
2023-03-14,Rangpur,855
2023-03-14,Chattogram,2350
2023-03-14,Khulna,3215
2023-03-14,Mymensing,744
2023-03-14,Sylhet,3136
2023-03-13,Khulna,3209
2023-03-13,Cumilla,3040
2023-03-13,Dhaka,36
2023-03-13,Chattogram,2324
2023-03-13,Rangpur,837
2023-03-13,Mymensing,782
2023-03-13,Sylhet,3408
2023-03-13,Barishal,2437
2023-03-13,Rajshahi,2076
2023-03-12,Rangpur,894
2023-03-12,Khulna,3176
2023-03-12,Rajshahi,2143
2023-03-12,Barishal,2421
2023-03-12,Dhaka,35
2023-03-12,Chattogram,2372
2023-03-12,Cumilla,3173
2023-03-12,Mymensing,775
2023-03-12,Sylhet,3473
2023-03-11,Khulna,3122
2023-03-11,Mymensing,773
2023-03-11,Barishal,2700
2023-03-11,Rajshahi,2084
2023-03-11,Rangpur,868
2023-03-11,Dhaka,34
2023-03-11,Sylhet,3496
2023-03-11,Cumilla,3221
2023-03-11,Chattogram,2420
2023-03-10,Cumilla,3323
2023-03-10,Mymensing,845
2023-03-10,Barishal,2700
2023-03-10,Rajshahi,2782
2023-03-10,Rangpur,868
2023-03-10,Khulna,3946
2023-03-10,Sylhet,3250
2023-03-10,Dhaka,33
2023-03-10,Chattogram,2400
2023-03-09,Khulna,3804
2023-03-09,Rajshahi,1948
2023-03-09,Barishal,2700
2023-03-09,Mymensing,740
2023-03-09,Sylhet,3250
2023-03-09,Cumilla,3363
2023-03-09,Chattogram,2400
2023-03-09,Dhaka,32
2023-03-09,Rangpur,938
2023-03-08,Dhaka,31
2023-03-08,Mymensing,730
2023-03-08,Sylhet,3263
2023-03-08,Khulna,3838
2023-03-08,Barishal,2730
